experiment,trades,symbols,net_mean,net_median,win_rate,profit_factor,max_drawdown,mean_mfe,mean_mae,mean_bar_1_mfe,mean_bar_1_mae,mean_bar_2_mfe,mean_bar_2_mae,mean_bar_3_mfe,mean_bar_3_mae
C0_PATH_INSTRUMENTATION,8,2,-0.0005256335496897429,-0.0005192166952574112,0.25,0.6816947635385041,-0.00660367864021727,0.005508247261019561,-0.008149471067829747,0.0021505324679647886,-0.005342525965756989,0.0023382481359346674,-0.007675549727246975,0.004861828896681214,-0.00776711711505812
