trade_id,signal_id,symbol,snapshot_timestamp,held_bar,mark_price,path_return_before_costs,mfe_to_date,mae_to_date,funding_return_to_date,open_interest,oi_change_1bar,oi_change_pct_1bar,oi_acceleration
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T16:00:00+00:00,1,64020.0,0.0013866483410094332,0.0023470535301399753,-0.00289294220860159,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T17:00:00+00:00,2,63666.9,-0.004136463585407424,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T18:00:00+00:00,3,63710.8,-0.003449789516957402,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T19:00:00+00:00,4,63882.4,-0.0007656603564557551,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T20:00:00+00:00,5,63890.8,-0.0006342694185290654,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T21:00:00+00:00,6,63951.7,0.0003183148814391856,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T22:00:00+00:00,7,63756.0,-0.002742781136685468,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-28T23:00:00+00:00,8,63903.6,-0.0004340546559742364,0.0023470535301399753,-0.007078682088265009,0.0,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-29T00:00:00+00:00,9,63927.6,-5.86519761837101e-05,0.0037720195355113173,-0.007078682088265009,-0.00015700000000000002,,,,
C0-BTC_USDT-00001,AURA51-BTC_USDT-000024,BTC_USDT,2026-07-29T01:00:00+00:00,10,63682.6,-0.003890887665711218,0.0037720195355113173,-0.007078682088265009,-0.00015700000000000002,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T02:00:00+00:00,1,63802.3,-0.0007143225428778432,0.0016663349408410078,-0.003043294699647703,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T03:00:00+00:00,2,63771.1,-0.0012029838158518213,0.0016663349408410078,-0.0035053301981327056,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T04:00:00+00:00,3,64004.4,0.0024510121772509663,0.005802727318802825,-0.0035053301981327056,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T05:00:00+00:00,4,63788.0,-0.0009382922929909165,0.005802727318802825,-0.0035053301981327056,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T06:00:00+00:00,5,63653.4,-0.003046427143705177,0.005802727318802825,-0.0035053301981327056,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T07:00:00+00:00,6,63666.4,-0.0028428182799661306,0.005802727318802825,-0.005715269480716545,0.0,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T08:00:00+00:00,7,63559.7,-0.0045139771846557375,0.005802727318802825,-0.005715269480716545,-0.000113,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T09:00:00+00:00,8,63576.4,-0.004252418105852307,0.005802727318802825,-0.005715269480716545,-0.000113,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T10:00:00+00:00,9,63743.3,-0.0016383935398477378,0.005802727318802825,-0.006564161820305725,-0.000113,,,,
C0-BTC_USDT-00002,AURA51-BTC_USDT-000178,BTC_USDT,2026-08-04T11:00:00+00:00,10,63900.1,0.0008174426012517166,0.005802727318802825,-0.006564161820305725,-0.000113,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T15:00:00+00:00,1,63385.8,-0.007542453763562329,0.0007825918670665288,-0.007554979692666164,0.0,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T16:00:00+00:00,2,63135.9,-0.011455240867369265,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T17:00:00+00:00,3,63121.5,-0.011680707591238071,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T18:00:00+00:00,4,63284.7,-0.009125418054058088,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T19:00:00+00:00,5,63379.3,-0.0076442269375308625,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T20:00:00+00:00,6,63385.5,-0.0075471509869762254,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T21:00:00+00:00,7,63444.6,-0.006621797974431298,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T22:00:00+00:00,8,63500.1,-0.0057528116428535725,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-13T23:00:00+00:00,9,63456.8,-0.006430777555597955,0.0007825918670665288,-0.01662062088155858,-0.000138,,,,
C0-BTC_USDT-00003,AURA51-BTC_USDT-000407,BTC_USDT,2026-08-14T00:00:00+00:00,10,63517.1,-0.005486635649397331,0.0007825918670665288,-0.01662062088155858,-0.000249,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T13:00:00+00:00,1,63028.4,-0.0005060932585518874,-4.9387638321185534e-05,-0.001080146850647612,0.0,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T14:00:00+00:00,2,63011.7,-0.0007709190869495952,-4.9387638321185534e-05,-0.0015479529547034465,0.0,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T15:00:00+00:00,3,63068.0,0.00012187696926546643,0.0005769968060926889,-0.0015479529547034465,0.0,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T16:00:00+00:00,4,63066.2,9.333286800106144e-05,0.0005849257231105298,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T17:00:00+00:00,5,63040.9,-0.0003078703331045318,0.0005849257231105298,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T18:00:00+00:00,6,63026.3,-0.0005393947100270635,0.0005849257231105298,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T19:00:00+00:00,7,63093.6,0.0005278375205817198,0.0005849257231105298,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T20:00:00+00:00,8,63077.1,0.00026618325899119277,0.0005849257231105298,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T21:00:00+00:00,9,63123.7,0.0010051583250589857,0.0012049670339100427,-0.0015479529547034465,-0.000112,,,,
C0-BTC_USDT-00004,AURA51-BTC_USDT-000453,BTC_USDT,2026-08-15T22:00:00+00:00,10,63100.7,0.0006404281422356384,0.0012890135542995562,-0.0015479529547034465,-0.000112,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T13:00:00+00:00,1,1872.98,-0.010333117635959788,0.0015556931645777095,-0.019368613844368388,0.0,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T14:00:00+00:00,2,1887.98,-0.0024072437689347526,0.0015556931645777095,-0.019368613844368388,0.0,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T15:00:00+00:00,3,1919.27,0.01412612911767952,0.016514459109609803,-0.019368613844368388,0.0,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T16:00:00+00:00,4,1924.86,0.017079838112124213,0.018886937353805866,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T17:00:00+00:00,5,1900.89,0.004414291672618198,0.018886937353805866,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T18:00:00+00:00,6,1910.31,0.00939174046110991,0.018886937353805866,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T19:00:00+00:00,7,1921.05,0.01506666614989971,0.018886937353805866,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T20:00:00+00:00,8,1917.6,0.01324371516048406,0.018886937353805866,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T21:00:00+00:00,9,1923.09,0.01614458499581528,0.01924095971986639,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00001,AURA51-ETH_USDT-000021,ETH_USDT,2026-07-28T22:00:00+00:00,10,1911.08,0.009798601986283684,0.01924095971986639,-0.019368613844368388,-9.2e-05,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-09T22:00:00+00:00,1,1918.67,-0.0031909221468480187,0.006680172142013552,-0.0055703754017421,0.0,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-09T23:00:00+00:00,2,1909.57,-0.007918656779934419,0.006680172142013552,-0.009591547496257236,0.0,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T00:00:00+00:00,3,1911.87,-0.006723734839703788,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T01:00:00+00:00,4,1924.66,-7.892978946488771e-05,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T02:00:00+00:00,5,1922.88,-0.001003695464947607,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T03:00:00+00:00,6,1916.5,-0.0043183050208916995,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T04:00:00+00:00,7,1914.68,-0.005263851947508891,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T05:00:00+00:00,8,1922.51,-0.0011959220379412772,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T06:00:00+00:00,9,1927.23,0.0012562655959231783,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00002,AURA51-ETH_USDT-000318,ETH_USDT,2026-08-10T07:00:00+00:00,10,1924.73,-4.256259997958978e-05,0.006680172142013552,-0.010324086598746396,-0.00012399999999999998,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T13:00:00+00:00,1,1882.79,-0.0006165259545786173,0.0001849808761398286,-0.0013277969169381842,0.0,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T14:00:00+00:00,2,1882.68,-0.0006749138693992185,0.0001849808761398286,-0.001789592243246263,0.0,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T15:00:00+00:00,3,1884.09,7.351303875524628e-05,0.0006520841947044165,-0.001789592243246263,0.0,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T16:00:00+00:00,4,1884.05,5.2281069729431806e-05,0.0006520841947044165,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T17:00:00+00:00,5,1883.62,-0.000175962597296353,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T18:00:00+00:00,6,1881.97,-0.0010517813196045944,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T19:00:00+00:00,7,1883.66,-0.00015473062827053852,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T20:00:00+00:00,8,1882.43,-0.0008076136758095043,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T21:00:00+00:00,9,1884.13,9.474500778083872e-05,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00003,AURA51-ETH_USDT-000453,ETH_USDT,2026-08-15T22:00:00+00:00,10,1883.71,-0.00012819066698854797,0.000959947745576395,-0.001789592243246263,-0.000112,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T15:00:00+00:00,1,1916.88,0.0030060198413290884,0.0040368208612608925,-0.0019020581114441715,0.0,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T16:00:00+00:00,2,1917.65,0.0034089217628252566,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T17:00:00+00:00,3,1910.49,-0.00033754285784159954,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T18:00:00+00:00,4,1915.64,0.0023571907729453834,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T19:00:00+00:00,5,1912.57,0.0007508155794471172,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T20:00:00+00:00,6,1911.97,0.00043686603022918824,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T21:00:00+00:00,7,1911.22,4.442909370694359e-05,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T22:00:00+00:00,8,1912.44,0.000682793177116503,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-18T23:00:00+00:00,9,1917.1,0.0031211346760422476,0.005538546205019923,-0.0019020581114441715,-7.9e-05,,,,
C0-ETH_USDT-00004,AURA51-ETH_USDT-000527,ETH_USDT,2026-08-19T00:00:00+00:00,10,1912.62,0.0007769780418818151,0.005538546205019923,-0.0019020581114441715,-0.00013000000000000002,,,,
