signal_id,experiment,symbol,decision_timestamp,entry_timestamp,signal_close,ema_3,ema_8,macd_hist,rel_volume,atr_14,signal_confirmed,entry_data_available,path_hypothesis_active,notes
AURA51-BTC_USDT-000024,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-07-28T15:00:00+00:00,2026-07-28T16:00:00+00:00,63899.4,63614.85360179543,63501.243577878806,48.31920140712021,2.4253125223139667,329.5642857142858,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000166,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-03T13:00:00+00:00,2026-08-03T14:00:00+00:00,63317.6,62980.74719877509,62842.25259347307,6.272978012446544,2.7809855019219984,315.16428571428594,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000178,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-04T01:00:00+00:00,2026-08-04T02:00:00+00:00,63816.0,63632.00692070283,63593.95834137201,14.99084246921268,1.0896480463695268,379.1642857142854,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000257,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-07T08:00:00+00:00,2026-08-07T09:00:00+00:00,64576.4,64431.95365195965,64368.671814583824,5.98234762057583,1.0728210282397732,188.971428571429,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000407,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-13T14:00:00+00:00,2026-08-13T15:00:00+00:00,63835.6,63748.85550829469,63703.64762078687,20.446373453937557,2.37561513054868,237.5,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000433,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-14T16:00:00+00:00,2026-08-14T17:00:00+00:00,63105.9,62952.43975823604,62886.58107372157,5.569538081307655,1.2850484127497186,250.15000000000092,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000453,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-15T12:00:00+00:00,2026-08-15T13:00:00+00:00,63028.8,63013.59982580162,63011.80048431159,14.249907329963293,1.0382721937247847,107.26428571428654,True,True,False,Immutable observation; no trading decision added.
AURA51-BTC_USDT-000499,C0_PATH_INSTRUMENTATION,BTC_USDT,2026-08-17T10:00:00+00:00,2026-08-17T11:00:00+00:00,63661.9,63511.88380148131,63429.23456361543,36.2891224830243,1.4631262339062592,245.96428571428677,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000021,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-07-28T12:00:00+00:00,2026-07-28T13:00:00+00:00,1891.59,1884.3768449115755,1883.2847268525077,0.2689532784719333,1.0395372160269185,11.182857142857156,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000023,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-07-28T14:00:00+00:00,2026-07-28T15:00:00+00:00,1887.98,1883.329211227894,1882.54705698485,0.9794893334572397,1.7263139066245217,13.640714285714289,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000146,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-02T17:00:00+00:00,2026-08-02T18:00:00+00:00,1867.79,1863.594500613861,1861.6910119668323,0.0507992942833934,1.04202139762784,8.53214285714291,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000318,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-09T21:00:00+00:00,2026-08-09T22:00:00+00:00,1923.85,1922.2973970141925,1921.750421101861,0.1619054250611133,1.5623745317361135,5.113571428571471,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000364,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-11T19:00:00+00:00,2026-08-11T20:00:00+00:00,1881.05,1873.2745503908293,1872.989274720788,0.258827683944058,1.4287166122911967,10.80142857142859,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000453,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-15T12:00:00+00:00,2026-08-15T13:00:00+00:00,1883.01,1881.042186665288,1880.37889425134,0.1211320168922057,1.2307174493068913,3.76428571428575,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000490,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-17T01:00:00+00:00,2026-08-17T02:00:00+00:00,1890.71,1883.9164407772923,1881.389594547408,0.1735706767074342,3.753273983477301,6.845000000000011,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000499,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-17T10:00:00+00:00,2026-08-17T11:00:00+00:00,1906.26,1900.722961798393,1897.974889084236,1.1506234898887966,1.7886951685779768,10.435000000000011,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000527,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-18T14:00:00+00:00,2026-08-18T15:00:00+00:00,1910.18,1904.1293564356972,1901.0814427535847,0.1964570965517476,3.529862879831952,9.402857142857084,True,True,False,Immutable observation; no trading decision added.
AURA51-ETH_USDT-000715,C0_PATH_INSTRUMENTATION,ETH_USDT,2026-08-26T10:00:00+00:00,2026-08-26T11:00:00+00:00,2467.67,2460.048009637336,2458.345479876424,1.1200662762400633,1.511793813268673,17.77499999999996,True,True,False,Immutable observation; no trading decision added.
