signals,symbols,forward_5d_mean,forward_5d_median,positive_rate,mfe_5d_mean,mae_5d_mean,filter,conditions,regime,raw_signals,raw_5d_mean,raw_5d_median,raw_positive_rate,mean_lift_vs_raw,median_lift_vs_raw,positive_rate_lift_vs_raw
38,15,-0.021023289105480035,-0.0090910005080763,0.42105263157894735,0.03462207666855094,-0.05718869686194113,BREAKOUT20_VOL15,BREAKOUT_20 + REL_VOLUME_GE_1_5,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.02127729264140152,-0.010056449149134,-0.08862478777589133
364,26,0.0002560438576963813,0.00132077144838645,0.5082417582417582,0.03315353761350842,-0.03309469589539785,REL_VOLUME_GE_1,REL_VOLUME_GE_1,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,2.0403217748985836e-06,0.00035532280732875,-0.0014356611130804664
125,25,-0.004913888824107645,-0.0056588168719801,0.44,0.028821859146453115,-0.0353216195390038,EMA38_CROSSOVER,EMA38_CROSSOVER,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0051678923600291275,-0.0066242655130378,-0.06967741935483868
125,25,-0.004913888824107645,-0.0056588168719801,0.44,0.028821859146453115,-0.0353216195390038,EMA38_REGIME,EMA38_CROSSOVER + TREND_50200_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0051678923600291275,-0.0066242655130378,-0.06967741935483868
147,24,-0.00023241514812973805,0.0003703734187112,0.5034013605442177,0.027531624091685,-0.03129835086973742,BULL_RSI_DIVERGENCE,BULL_RSI_DIV,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0004864186840512208,-0.0005950752223465,-0.006276058810620988
108,24,-0.0034913234383063614,0.00038642876023895,0.5,0.036211824906818485,-0.03842503412031625,REL_VOLUME_GE_1_5,REL_VOLUME_GE_1_5,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.003745326974227844,-0.00057901988081875,-0.009677419354838679
305,25,0.00329636495485408,-0.0006915213469633,0.4918032786885246,0.03298529208367985,-0.029536461331919246,BULL_MACD_DIVERGENCE,BULL_MACD_DIV,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,0.0030423614189325973,-0.001656969988021,-0.017874140666314098
75,23,-0.004035784494153152,-0.0051473881088485,0.4666666666666667,0.029496310087502184,-0.03499184448683814,EMA38_TREND,EMA38_CROSSOVER + TREND_2150_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.004289788030074635,-0.0061128367499062,-0.043010752688172005
353,25,-0.0003444700693206927,0.0021284047740925,0.5354107648725213,0.03240547060278518,-0.033755062867150125,OBV_BULL_DIVERGENCE,OBV_BULL_DIV,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0005984736052421754,0.0011629561330348001,0.025733345517682582
113,23,-0.00551321472365067,-0.0008881745897479,0.49557522123893805,0.03409545592365942,-0.040022543372873545,BREAKOUT20_ATR25,BREAKOUT_20 + BREAKOUT20_ATR_GE_025,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.005767218259572153,-0.0018536232308055999,-0.014102198115900633
456,25,-0.0009432849327140711,0.0007825923785832001,0.5087719298245614,0.032438610001063725,-0.03447664033623958,TREND_2150_BULL,TREND_2150_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0011972884686355539,-0.00018285626247449994,-0.0009054895302772481
412,26,-0.0036508533559348627,-0.0018206636921981,0.47815533980582525,0.029831005889997188,-0.035399564238120795,RSI_GT_50,RSI_GT_50,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0039048568918563452,-0.0027861123332558,-0.031522079549013426
32,14,-0.0016299944917105465,-0.0002806625012180499,0.5,0.030176767368844712,-0.03299674091800052,EMA38_TREND_VOLUME,EMA38_CROSSOVER + TREND_2150_BULL + REL_VOLUME_GE_1,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0018839980276320293,-0.00124611114227575,-0.009677419354838679
275,26,-0.0006920535599169876,0.0004228386568496,0.5018181818181818,0.032496428635254246,-0.03374925355559048,RSI_GT_55,RSI_GT_55,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0009460570958384703,-0.0005426099842081,-0.007859237536656849
262,25,-0.0016658524068153323,-0.00169793523157445,0.4847328244274809,0.03251402822325321,-0.03603950245262229,TREND_STACK,TREND_STACK,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.001919855942736815,-0.0026633838726321498,-0.02494459492735779
408,26,-0.002328403951675915,-0.00113169483393875,0.48284313725490197,0.030704864576649206,-0.03409655644781466,MACD_HIST_GT_0,MACD_HIST_GT_0,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0025824074875973975,-0.0020971434749964503,-0.026834282099936713
775,26,0.00025400353592148274,0.0009654486410577,0.5096774193548387,0.03241402402127796,-0.03256373762759019,TREND_50200_BULL,TREND_50200_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,0.0,0.0,0.0
164,23,7.356024981992249e-05,0.0028353121225522,0.5365853658536586,0.03625312819033424,-0.036313177540997076,BREAKOUT_20,BREAKOUT_20,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.00018044328610156027,0.0018698634814945001,0.02690794649881989
164,23,7.356024981992249e-05,0.0028353121225522,0.5365853658536586,0.03625312819033424,-0.036313177540997076,BREAKOUT20_TREND,BREAKOUT_20 + TREND_50200_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.00018044328610156027,0.0018698634814945001,0.02690794649881989
147,24,-0.00023241514812973805,0.0003703734187112,0.5034013605442177,0.027531624091685,-0.03129835086973742,BULL_DIV_RSI_TREND,BULL_RSI_DIV + TREND_50200_BULL,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,-0.0004864186840512208,-0.0005950752223465,-0.006276058810620988
132,22,0.0004740047663249018,0.00505213124910315,0.553030303030303,0.038475829660813886,-0.03804122340286453,BREAKOUT_50,BREAKOUT_50,BULL_HIGH_VOL,775,0.00025400353592148274,0.0009654486410577,0.5096774193548387,0.00022000123040341905,0.00408668260804545,0.043352883675464304
29,11,-0.010175707144656088,-0.0026305575919616,0.4827586206896552,0.02504282624293668,-0.040751181697194404,BULL_DIV_RSI_VOLUME,BULL_RSI_DIV + REL_VOLUME_GE_1,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.008204478229544326,-0.00321946086086455,-0.02166615807140676
29,16,-0.00627986446169592,-0.0013664596273291,0.4827586206896552,0.03939365902001903,-0.0447186326633707,BREAKOUT20_VOLUME_ATR,BREAKOUT_20 + REL_VOLUME_GE_1_5 + BREAKOUT20_ATR_GE_025,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.004308635546584158,-0.00195536289623205,-0.02166615807140676
22,16,0.0242484599317089,0.02540778116200055,0.7727272727272727,0.03831312340257027,-0.02403311231876508,EMA38_MACD_VOLUME,EMA38_CROSSOVER + MACD_HIST_GT_0 + REL_VOLUME_GE_1,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.026219688846820664,0.0248188778930976,0.26830249396621075
34,17,-0.01291678721537936,-0.01027821837087255,0.4411764705882353,0.036795239995692244,-0.04914117825063554,BREAKOUT20_TREND_VOLUME,BREAKOUT_20 + TREND_50200_BULL + REL_VOLUME_GE_1_5,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.010945558300267597,-0.0108671216397755,-0.06324830817282667
44,22,0.008435313375019864,0.0083861493506807,0.5681818181818182,0.03489688749537563,-0.031266067948053394,EMA38_MACD,EMA38_CROSSOVER + MACD_HIST_GT_0,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.010406542290131625,0.00779724608177775,0.06375703942075628
34,17,-0.01291678721537936,-0.01027821837087255,0.4411764705882353,0.036795239995692244,-0.04914117825063554,BREAKOUT20_VOL15,BREAKOUT_20 + REL_VOLUME_GE_1_5,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.010945558300267597,-0.0108671216397755,-0.06324830817282667
297,26,-0.001105047657375904,0.0026495546570459,0.5151515151515151,0.029043432303043883,-0.03460929321428727,REL_VOLUME_GE_1,REL_VOLUME_GE_1,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0008661812577358578,0.0020606513881429502,0.010726736390453184
98,25,6.589535794343289e-05,0.00252496983850735,0.5204081632653061,0.028824697553221146,-0.03157295078712023,EMA38_CROSSOVER,EMA38_CROSSOVER,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0020371242730551947,0.0019360665696044,0.01598338450424419
98,25,6.589535794343289e-05,0.00252496983850735,0.5204081632653061,0.028824697553221146,-0.03157295078712023,EMA38_REGIME,EMA38_CROSSOVER + TREND_50200_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0020371242730551947,0.0019360665696044,0.01598338450424419
99,17,-0.000980159297887504,0.0051393330287803,0.5656565656565656,0.027059064590690598,-0.03268436114888004,BULL_RSI_DIVERGENCE,BULL_RSI_DIV,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0009910696172242578,0.004550429759877349,0.06123178689550368
66,24,-0.00912241224435576,-0.0050360403483577995,0.45454545454545453,0.03218064321672988,-0.043732444932633646,REL_VOLUME_GE_1_5,REL_VOLUME_GE_1_5,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.007151183329243998,-0.00562494361726075,-0.04987932421560742
194,23,-0.005379428823455287,-0.0029100412603084,0.4742268041237113,0.02504052287444085,-0.03601824555391099,BULL_MACD_DIVERGENCE,BULL_MACD_DIV,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.003408199908343525,-0.0034989445292113504,-0.030197974637350633
