signals,symbols,forward_5d_mean,forward_5d_median,positive_rate,mfe_5d_mean,mae_5d_mean,filter,conditions,regime,raw_signals,raw_5d_mean,raw_5d_median,raw_positive_rate,mean_lift_vs_raw,median_lift_vs_raw,positive_rate_lift_vs_raw
62,22,-0.0027869415712503203,-0.00037027555587050006,0.5,0.026531170252162874,-0.029096202357951642,EMA38_TREND,EMA38_CROSSOVER + TREND_2150_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.0008157126561385585,-0.00095917882477345,-0.004424778761061954
288,25,-0.0012570645960007561,0.00017003748075116267,0.5,0.027525844765510763,-0.03432821219001056,OBV_BULL_DIVERGENCE,OBV_BULL_DIV,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0007141643191110056,-0.00041886578815178736,-0.004424778761061954
133,25,0.0007535109968129007,0.0014619012654375,0.5112781954887218,0.029456787585892173,-0.03051254661273839,BREAKOUT20_ATR25,BREAKOUT_20 + BREAKOUT20_ATR_GE_025,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0027247399119246624,0.0008729979965345499,0.006853416727659822
417,25,-0.003943677811510314,-0.0018609097970926,0.486810551558753,0.024802961505742852,-0.03217655036270484,TREND_2150_BULL,TREND_2150_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.0019724488963985525,-0.00244981306599555,-0.01761422720230893
449,25,-0.0015486938966901675,0.0009719654666386,0.5055679287305123,0.026597056245732758,-0.03166024520674251,RSI_GT_50,RSI_GT_50,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.00042253501842159425,0.00038306219773565,0.0011431499694503078
27,17,0.007375296899009132,0.0134988524932191,0.6666666666666666,0.03225820865843425,-0.021591601793813205,EMA38_TREND_VOLUME,EMA38_CROSSOVER + TREND_2150_BULL + REL_VOLUME_GE_1,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.009346525814120894,0.01290994922431615,0.16224188790560468
328,25,-0.0031024338724119347,-0.0008805722686046999,0.49390243902439024,0.02592836627965719,-0.0316933193504731,RSI_GT_55,RSI_GT_55,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.001131204957300173,-0.00146947553750765,-0.010522339736671715
320,25,-0.004398492440420241,-0.00234043217094625,0.48125,0.024864774907132597,-0.03239139693375086,TREND_STACK,TREND_STACK,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.002427263525308479,-0.0029293354398492004,-0.023174778761061943
461,26,-0.00023676252129527535,0.002024847278468,0.5140997830802603,0.02801183850660358,-0.03215201174605621,MACD_HIST_GT_0,MACD_HIST_GT_0,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0017344663938164864,0.0014359440095650501,0.009675004319198321
678,26,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.02730214792627103,-0.03323330500994002,TREND_50200_BULL,TREND_50200_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0,0.0,0.0
220,25,-0.0031601542434617114,-0.0008805722686046999,0.4909090909090909,0.02654300990608529,-0.032052777746377215,BREAKOUT_20,BREAKOUT_20,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.0011889253283499496,-0.00146947553750765,-0.013515687851971048
220,25,-0.0031601542434617114,-0.0008805722686046999,0.4909090909090909,0.02654300990608529,-0.032052777746377215,BREAKOUT20_TREND,BREAKOUT_20 + TREND_50200_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,-0.0011889253283499496,-0.00146947553750765,-0.013515687851971048
99,17,-0.000980159297887504,0.0051393330287803,0.5656565656565656,0.027059064590690598,-0.03268436114888004,BULL_DIV_RSI_TREND,BULL_RSI_DIV + TREND_50200_BULL,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.0009910696172242578,0.004550429759877349,0.06123178689550368
157,24,0.0009685294624314212,0.0035029598653126,0.5477707006369427,0.02754820318391761,-0.030270096208309952,BREAKOUT_50,BREAKOUT_50,BULL_LOW_VOL,678,-0.0019712289151117618,0.00058890326890295,0.504424778761062,0.002939758377543183,0.00291405659640965,0.04334592187588071
