symbol,decision_timestamp,signal_close,ema_3,ema_8,ema_21,ema_50,ema_200,rsi_14,macd_hist,rel_volume,atr_pct,bb_width,breakout_20,breakout_50,breakout_20_atr,bullish_crossover,trend_stack,golden_regime,bull_rsi_div,bear_rsi_div,bull_macd_div,bear_macd_div,obv_bull_div,regime,entry_timestamp,entry_open,forward_1d,forward_3d,forward_5d,forward_10d,mfe_5d,mae_5d
AAPL,2024-04-03T04:00:00+00:00,169.74,169.82766560302693,170.85007277468188,173.12415752166024,177.43669611581873,182.97253514786257,40.10914103807767,0.08333905543395836,0.7303057449330165,1.9250029456816296,0.056749126174966184,False,False,-2.714613618974754,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-04T04:00:00+00:00,170.65,-0.01048930559624961,-0.012364488719601607,-0.017111046000586105,-0.015470260767653232,0.007354233811895705,-0.020685613829475535
AAPL,2024-04-04T04:00:00+00:00,168.86,169.34383280151349,170.40783438030812,172.73650683787292,177.10035509166897,182.83211191256046,38.65451622125549,0.04545011154414613,0.8196280784865914,1.9310163956616628,0.057118583074352865,False,False,-2.990142387732751,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-05T04:00:00+00:00,169.565,0.0006782059976999655,0.0007961548668651286,0.032288502933978114,-0.014950019166691253,0.034735941969156414,-0.014419249255447686
AAPL,2024-04-05T04:00:00+00:00,169.68,169.51191640075675,170.2460934069063,172.45864257988447,176.80936077434862,182.7012451273609,40.808693404488714,0.09517526419258893,0.7008527665532668,1.8673806156125812,0.056181634882131584,False,False,-2.8183047790802553,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-08T04:00:00+00:00,169.175,-0.0037535096793263056,-0.008541451160041458,0.0440076843505246,-0.024915028816314466,0.054233781587113894,-0.01214718486774058
AAPL,2024-04-08T04:00:00+00:00,168.54,169.02595820037837,169.86696153870489,172.1024023453495,176.48507211653106,182.56033721564586,38.7703639238059,0.07190901575367992,0.5115688891792541,1.7232026309989996,0.05877910323717623,False,False,-3.467289719626176,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-09T04:00:00+00:00,168.79,0.005391314651341794,0.037028259968007626,0.023342615083832063,-0.017062622193257826,0.056638426447064516,-0.00989395106345159
AAPL,2024-04-09T04:00:00+00:00,169.7,169.3629791001892,169.82985897454824,171.88400213213592,176.21899085705925,182.43237366126132,41.94780955712459,0.150729557968456,0.6776596354645458,1.6331341021971553,0.059551600624673316,False,False,-3.2149484536082555,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-10T04:00:00+00:00,168.9,-0.006927175843694622,0.045707519242155215,0.002605091770278234,-0.012374185908821778,0.055950266429840134,-0.010538780343398502
AAPL,2024-04-10T04:00:00+00:00,167.73,168.54648955009458,169.36322364687084,171.50636557466902,175.88608925482163,182.2860813860249,38.31167068478596,0.0893113888461663,0.806201696962942,1.6135626133837542,0.062357583862104535,False,False,-4.020058062813417,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-11T04:00:00+00:00,168.26,0.040294781885177766,0.026566028765006466,-0.0014857957922262965,0.00484369428265774,0.05996671817425425,-0.0015452276239152907
AAPL,2024-04-11T04:00:00+00:00,175.04,171.7932447750473,170.62472950312176,171.8276050678809,175.85290928404433,182.21398107372616,54.182466767357745,0.5352383157541425,2.2983540075991113,1.5447489553408196,0.06510395103712793,False,False,-1.3203011491216567,True,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-12T04:00:00+00:00,174.39,0.012787430471930872,-0.02895808245885645,-0.042204254831125554,-0.02551751820631909,0.022707724066747037,-0.04484202075807098
AAPL,2024-04-12T04:00:00+00:00,176.62,174.20662238752365,171.95701183576136,172.2632773344372,175.88299127290534,182.158319570505,56.77123361740702,0.9088879635138141,2.494479107394273,1.5770338256466658,0.06979741844900327,False,False,-0.7144505705859763,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-15T04:00:00+00:00,175.455,-0.015531047847026413,-0.04243253255820589,-0.0598159072126756,-0.03570716138041097,0.006582884500299313,-0.06483143826052262
AAPL,2024-04-15T04:00:00+00:00,172.73,173.46831119376182,172.12878698336993,172.30570666767017,175.75934455632083,182.06450544542537,49.37448274185048,0.866494120384,2.0539865373503527,1.6658947490302771,0.06984621419270513,False,False,-2.043440486533459,False,False,False,True,False,False,False,True,BEAR_LOW_VOL,2024-04-16T04:00:00+00:00,171.69,-0.013687459956899017,-0.027141941871978492,-0.03366532704292624,0.010425767371425199,0.011998369153707333,-0.04432407245617087
AAPL,2024-04-16T04:00:00+00:00,169.34,171.4041555968809,171.50905654262107,172.03609697060924,175.50760555411216,181.93789345094353,43.99488693296204,0.5954885491105608,1.1883118579934102,1.8565776375508256,0.07018761628734481,False,False,-2.9485402703623826,False,False,False,True,False,False,False,True,BEAR_HIGH_VOL,2024-04-17T04:00:00+00:00,169.53,-0.008965964726007303,-0.02695688078806102,-0.016044357930749764,0.0030673037220552146,0.00648852710434733,-0.032147702471538864
AAPL,2024-04-17T04:00:00+00:00,168.01,169.70707779844045,170.7314884220386,171.6700881550993,175.21358180689208,181.79930744645654,42.05873292873501,0.32550728404948326,0.6187823959305881,1.8253590347513307,0.06795532408050602,False,False,-3.4563875625946316,False,False,False,True,False,False,False,False,BEAR_HIGH_VOL,2024-04-18T04:00:00+00:00,168.06,-0.006128763536832116,-0.01279305010115439,0.006039509698916978,0.0076163275020826315,0.007318814709032395,-0.023682018326787957
AAPL,2024-04-18T04:00:00+00:00,167.03,168.36853889922023,169.90893543936338,171.24826195918118,174.89265703015124,181.65234916340722,40.639526877714445,0.09191518370810514,0.9119732803271045,1.802926762514859,0.05769551946302227,False,False,-3.8453510436432707,False,False,False,True,False,True,False,False,BEAR_LOW_VOL,2024-04-19T04:00:00+00:00,165.99,-0.006205193083920757,0.0049400566299173665,0.023796614253870585,0.04301463943611061,0.027712512801975953,-0.011506717272124822
AAPL,2024-04-19T04:00:00+00:00,164.96,166.66426944961012,168.80917200839372,170.6766017810738,174.50314106818453,181.48625613690567,37.74252253981448,-0.17639435612715415,1.0781934275648304,1.8656037827352077,0.06460196695060513,False,False,-4.350934199837528,False,False,False,True,False,False,False,False,BEAR_HIGH_VOL,2024-04-22T04:00:00+00:00,165.53,0.0022956563764875426,0.0214160575122333,0.022110795626170354,0.10771461366519675,0.03497855373648284,-0.004530900743067723
AAPL,2024-04-22T04:00:00+00:00,165.91,166.28713472480507,168.164911562084,170.24327434643072,174.166155143942,181.33126851365287,39.861333634648574,-0.2592675018620805,0.9762663737282253,1.8880718461816646,0.06750260831868754,False,False,-3.971268954509178,False,False,False,True,False,False,False,False,BEAR_HIGH_VOL,2024-04-23T04:00:00+00:00,165.35,0.0088297550650136,0.027759298457816772,0.04916843060175391,0.09839733897792557,0.06459026307831883,-0.0019352887813728348
AAPL,2024-04-23T04:00:00+00:00,166.81,166.54856736240254,167.86382010384312,169.9311584967552,173.87767847163056,181.1867782796862,41.87939528795354,-0.22416832114382435,0.8179472796542336,1.8766004093622348,0.06927415564342762,False,False,-3.6864803194523637,False,False,False,True,False,False,False,False,BEAR_HIGH_VOL,2024-04-24T04:00:00+00:00,166.425,0.01592308847829349,0.01661409043112494,0.02178158329577884,0.09568874868559396,0.05771368484302242,-0.0008712633318311847
AAPL,2024-04-24T04:00:00+00:00,169.075,167.81178368120126,168.132971191878,169.85332590614107,173.68933813940976,181.06626307292314,46.7246573265405,-0.029344292700695718,0.8176390589806696,1.8491371115946016,0.06936467778450278,False,False,-2.9666438199680156,False,False,False,False,False,False,False,True,BEAR_LOW_VOL,2024-04-25T04:00:00+00:00,169.525,0.002448016516737983,0.023329892346261483,-0.0010912844713169,0.07789411591210715,0.038371921545494736,-0.007933933048222985
AAPL,2024-04-25T04:00:00+00:00,169.94,168.87589184060062,168.53453314923846,169.86120536921914,173.54230527119762,180.95555398762045,48.49071645060845,0.16610133064344001,1.319059541675477,1.8779737386304414,0.06640494440997957,False,False,-2.635183527305281,True,False,False,False,False,False,False,True,BEAR_HIGH_VOL,2024-04-26T04:00:00+00:00,169.96,-0.004530477759472906,0.0005295363614967741,0.018651447399387955,0.0862555895504824,0.03571428571428559,-0.004795245940221182
AAPL,2024-04-30T04:00:00+00:00,170.05,170.65323648007507,169.81419049408612,170.12701380106623,173.24545003694757,180.658645501643,48.75009383109768,0.5469070854611933,0.6245419892001948,2.2209854244549923,0.06881882193785148,False,False,-2.197635933806142,False,False,False,False,False,False,False,True,BEAR_HIGH_VOL,2024-05-01T04:00:00+00:00,169.82,-0.0028265221999763668,0.07973148039100231,0.07378400659521844,0.10340360381580505,0.10098928276999186,-0.003974796843716821
AAPL,2024-05-01T04:00:00+00:00,169.34,169.99661824003755,169.70881482873364,170.0554670918784,173.09229513353785,180.5460221633182,47.495759612861036,0.46768876997012443,0.6098265450249536,2.0533499805969386,0.06883914376748282,False,False,-2.591207888249793,False,False,False,False,False,False,False,True,BEAR_HIGH_VOL,2024-05-02T04:00:00+00:00,172.42,0.00411785175733681,0.053358079109152134,0.0597958473494955,0.10039438580211124,0.08438696206936558,-0.008815682635424982
AAPL,2024-05-03T04:00:00+00:00,183.36,177.46165456000938,173.33372748898702,171.5190637122962,173.4963708633696,180.50096491892688,66.72457640613443,1.3895218215638763,3.361270255263474,2.273435552231362,0.10025097430580909,True,False,1.2018505825908212,False,False,False,False,False,False,False,False,BEAR_HIGH_VOL,2024-05-06T04:00:00+00:00,182.38,-0.0041671235881126645,0.0019190700734730282,0.003454326132251273,0.04104068428555774,0.01483167013926967,-0.01069196183792076
AAPL,2024-05-14T04:00:00+00:00,187.38,186.03985667625008,182.91565309276785,177.76484853050044,176.09717376072467,180.73988604817993,68.2303372998561,1.6262028407282019,0.567132975482512,2.2143695774819676,0.18054276996965093,True,True,0.06748149423308693,False,True,False,False,False,False,False,False,BEAR_HIGH_VOL,2024-05-15T04:00:00+00:00,187.97,0.009363196254721373,0.01008139596744173,0.023407990636803877,0.012767994892802115,0.02526998989200413,-0.003138798744480531
AAPL,2024-05-15T04:00:00+00:00,189.73,187.88492833812504,184.42995240548612,178.85258957318223,176.631794397559,180.8293399183473,70.60781422618156,1.6447130619471784,0.8550638488855661,2.2185662332186324,0.19033012069103325,True,True,0.35279144748005786,False,True,False,False,False,False,False,False,BEAR_HIGH_VOL,2024-05-16T04:00:00+00:00,190.41,-0.002520876004411532,0.003334908880836096,0.0027046898797333796,0.0045690877579960265,0.012656898272149553,-0.0072475185126831265
AAPL,2024-05-21T04:00:00+00:00,192.37,191.29280802113283,188.64345613863316,182.67306302382505,178.73360251895582,181.2208136006682,73.37492293544128,1.159130125030539,0.5657276216545506,1.825351443275235,0.18563075970506546,True,True,0.13100081366965247,False,True,False,False,False,False,False,False,BEAR_LOW_VOL,2024-05-22T04:00:00+00:00,192.3,-0.00715028601144041,-0.011960478419136833,-0.01003640145605833,0.01856474258970353,0.0035361414456576146,-0.029459178367134742
AAPL,2024-06-03T04:00:00+00:00,193.99,192.74327268758256,191.2065284066921,187.14780126964976,182.05741555242417,181.95489170097346,69.29943919203723,-0.040842596045588486,0.5176242686261144,1.362735928950683,0.0793603327290937,True,True,0.38205890299919654,False,True,True,False,False,False,True,False,BULL_LOW_VOL,2024-06-04T04:00:00+00:00,194.845,-0.002745772280530634,-0.002104236700967377,-0.008699222458877554,0.11201211219174212,0.012240498858066662,-0.013369601478097959
AAPL,2024-06-05T04:00:00+00:00,195.87,194.69831817189564,192.77925792503595,188.5326456773965,183.0607361558518,182.21506364323287,71.86290786643536,0.06503128142555248,1.178147924132256,1.3319694549591932,0.07530507972187724,True,True,0.22039698836414068,False,True,True,False,True,False,True,False,BULL_LOW_VOL,2024-06-06T04:00:00+00:00,195.72,-0.0065655017371755164,-0.013131003474351033,0.08915798078888204,0.07066217044757828,0.12502554669936639,-0.017780502759043526
AAPL,2024-06-11T04:00:00+00:00,207.15,200.7933323857435,196.7612205880218,191.6370197919517,185.28141961221706,182.83192330328083,75.13130531614635,0.5185092306749866,3.1726030315041243,1.8254542946794936,0.08999135773977888,True,True,2.6233471854930155,False,True,True,False,False,False,True,False,BULL_LOW_VOL,2024-06-12T04:00:00+00:00,207.385,0.027894977939580956,0.0250018082310679,0.033729536851749176,0.027894977939580956,0.06174506352918496,-0.0021939870289556795
AAPL,2024-06-12T04:00:00+00:00,213.17,206.98166619287173,200.40761601290586,193.5945634472288,186.37508943134583,183.13379471319845,78.81734239618083,1.2830347377284106,3.3545290087447333,2.1331063738531957,0.12791479180762724,True,True,1.3239082626452991,False,True,True,False,False,False,True,False,BULL_HIGH_VOL,2024-06-13T04:00:00+00:00,214.72,-0.0023286140089419094,0.009081594634873236,-0.024077868852458995,-0.0028409090909090606,0.019606929955290564,-0.02724478390461993
AAPL,2024-07-02T04:00:00+00:00,220.35,217.2524098713614,213.90874448959,207.58910409572286,197.17247016536737,186.7600458900576,70.22447431827581,0.06874699171086096,0.49795799901259075,2.5927906901358213,0.16316087638875318,True,True,0.028005250984559023,False,True,True,False,True,False,True,False,BULL_HIGH_VOL,2024-07-03T04:00:00+00:00,219.93,0.007275042058836778,0.03582958213977183,0.05910971672804988,0.04105851861956067,0.05970081389533033,-0.004024007638794291
AAPL,2024-07-03T04:00:00+00:00,221.53,219.39120493568072,215.60235682523665,208.85645826883894,198.12766741378434,187.10601558269386,71.11548801693232,0.2713792230985925,0.46210260498977657,2.2315584474208583,0.15930803841155994,True,True,0.2386938303713351,False,True,True,False,True,False,True,False,BULL_HIGH_VOL,2024-07-05T04:00:00+00:00,221.705,0.020951264067116115,0.031505829818903486,0.026860016688843302,0.011298797952233874,0.051216706885275354,-0.0001127624546131134
AAPL,2024-07-05T04:00:00+00:00,226.35,222.87060246784034,217.99072197518404,210.446780244399,199.23442555442026,187.4965029898312,74.47543898201403,0.6311191634514444,0.6223057602579368,2.180567389314904,0.1613641060711794,True,True,0.9765557163531102,False,True,True,False,True,False,True,False,BULL_HIGH_VOL,2024-07-08T04:00:00+00:00,227.125,0.0030159603742432317,0.02555861309851415,0.013847000550357702,-0.011821684094661555,0.02613098514034129,-0.016973032471106153
AAPL,2024-07-08T04:00:00+00:00,227.81,225.34030123392017,220.17278375847647,212.02525476763546,200.35503631699203,187.8976323133155,75.40856909713347,0.8546072113230139,0.5090132123196619,2.192616654229401,0.15737519228982946,True,True,0.27327327327327516,False,True,True,False,True,False,True,False,BULL_HIGH_VOL,2024-07-09T04:00:00+00:00,228.23,0.002015510669062026,-0.0024974806116636605,0.0271655785830085,-0.017832887876265135,0.03912719624939753,-0.010734785085220966
AAPL,2024-07-09T04:00:00+00:00,228.69,227.01515061696009,222.06549847881502,213.54023160694132,201.4662113633845,188.30352651915317,75.97859786958078,0.9420175321410849,0.4257790830532059,2.0792338974157145,0.15371177839922448,True,True,0.17875920084121869,False,True,True,False,True,False,True,False,BULL_HIGH_VOL,2024-07-10T04:00:00+00:00,229.38,0.015476501874618576,0.0038800244136367734,0.023759700061034117,-0.019443717848112385,0.03391751678437527,-0.015694480774261055
AAPL,2024-07-10T04:00:00+00:00,232.93,229.97257530848003,224.47983215018945,215.30293782449212,202.7000854275655,188.7475710314004,78.55761345302551,1.1518350783707128,0.9452103667548479,2.0033609116166096,0.14158444294517614,True,True,0.7607530996479441,False,True,True,False,True,False,True,False,BULL_LOW_VOL,2024-07-11T04:00:00+00:00,231.425,-0.01626876957977752,0.012984768283461179,-0.010651398941341705,-0.055482337690396455,0.024781246624176134,-0.024392351733823148
AAPL,2024-07-15T04:00:00+00:00,234.43,231.98657191356,228.11926258918382,219.20711331667323,205.88672524494845,189.99069147252564,73.50931152901761,0.7221927149775453,0.6499282859054681,2.0772268298182213,0.1626725070913868,True,True,0.28133480014668233,False,True,True,False,False,False,True,False,BULL_LOW_VOL,2024-07-16T04:00:00+00:00,235.205,-0.0015943538615250663,-0.04674645521991461,-0.04695903573478466,-0.07236240726175047,0.004442932760783114,-0.05422928934333893
AAPL,2024-07-31T04:00:00+00:00,222.18,220.38565834275232,220.90467705220925,220.90919069565211,212.16410604680323,193.69469025648257,54.453039608171466,-1.9151422938512979,0.8495013958195314,2.383042063706392,0.0978431068096736,False,False,-2.8292748735244477,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-01T04:00:00+00:00,224.34,-0.025987340643665924,-0.06735312472140509,-0.06476776321654631,-0.01207987875546046,0.0054827493982347875,-0.12632611215119904
AAPL,2024-08-02T04:00:00+00:00,219.81,219.62891458568808,220.24752068590436,220.61098404599346,212.70304445150887,194.19900568914056,50.699501809280555,-1.6477507768821003,2.9809399308297673,2.5169464537555175,0.10259707814435741,False,False,-3.1360144600090347,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-05T04:00:00+00:00,199.16,0.050562361920064136,0.05347459329182569,0.08535850572404091,0.13506728258686485,0.08827073709580247,-0.015866639887527567
AAPL,2024-08-08T04:00:00+00:00,213.35,211.82368216160552,213.9967073871142,217.26881978416324,212.29723333528494,194.81470873722654,45.27636655078227,-2.048030893947787,0.948006340585442,3.324349660182799,0.13980619760085586,False,False,-3.357067324638703,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-09T04:00:00+00:00,212.06,0.01933415071206257,0.04314816561350554,0.05955861548618313,0.05960577195133454,0.06267094218617375,-0.00033009525605953716
AAPL,2024-08-09T04:00:00+00:00,216.16,213.99184108080277,214.4774390788666,217.16801798560294,212.44871438096004,195.0270996950651,49.01067507081258,-1.527775453444455,1.0206011962996584,3.2864214338585183,0.13543397399574333,False,False,-2.9561108038811517,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-12T04:00:00+00:00,216.07,0.007081038552321006,0.025732401536538996,0.04623501642986083,0.04965983246170236,0.04965983246170236,-0.0020363771000139197
AAPL,2024-08-12T04:00:00+00:00,217.6,215.79592054040137,215.17134150578514,217.20728907782086,212.65072558170672,195.25170566824852,50.86122353913506,-1.0323719443526838,0.6325637851641013,3.252363445378152,0.12157369293632138,False,False,-2.7638272103350827,True,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-13T04:00:00+00:00,219.185,0.009238770901293547,0.025115769783516262,0.030271232064237985,0.03674977758514508,0.03474234094486395,0.0
AAPL,2024-08-13T04:00:00+00:00,221.21,218.50296027020067,216.51326561561066,217.57117188892806,212.98638340203198,195.5099971541366,55.246321805996466,-0.43767769999698863,0.6568067260619291,3.0867566049067796,0.10261206231644038,False,False,-2.202625660337882,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-14T04:00:00+00:00,220.51,0.0050791347331187175,0.025168926579293593,0.02730034919051305,0.03455625595211109,0.03018003718652218,-0.003673302798059108
AAPL,2024-08-14T04:00:00+00:00,221.63,220.06648013510033,217.6503177010305,217.94015626266187,213.32534875881504,195.7698976799661,55.74118093353333,-0.014505592900769249,0.7011150058432272,2.988410542667639,0.0937540266551553,False,False,-1.467565381504448,False,False,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-15T04:00:00+00:00,224.6,0.0004007123775602306,0.005431878895814757,0.007658058771148779,0.00799198575244886,0.015004452359750786,-0.008014247551202058
AAPL,2024-08-15T04:00:00+00:00,224.69,222.37824006755017,219.21469154524596,218.5537784206017,213.77102135650858,196.05765989210576,59.2744493774429,0.44748807404349045,0.8120191758082311,2.9566132385572508,0.09430085059547795,False,False,-0.8429654319660222,False,True,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-16T04:00:00+00:00,223.98,0.009286543441378692,0.011384945084382592,0.003214572729707932,0.026118403428877723,0.019376730065184367,-0.0040628627556031915
AAPL,2024-08-16T04:00:00+00:00,226.06,224.21912003377508,220.73587120185798,219.236162200547,214.2529420876259,196.356190639448,60.78392050777769,0.8007241034822293,0.5174172290891393,2.9273201804830586,0.09634389835356827,False,False,-0.2584057423498311,False,True,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-19T04:00:00+00:00,225.57,0.0011083034091412536,0.0033249102274237607,0.005452852772975136,0.01467393713703058,0.012191337500554233,-0.011083034091412869
AAPL,2024-08-19T04:00:00+00:00,225.82,225.01956001688754,221.86567760144507,219.83469290958817,214.70655220183664,196.6493628718913,60.36183963531708,0.9627042854119094,0.7116195356004967,2.8937396409276683,0.09828846349776409,False,False,-0.29840957534022217,False,True,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-20T04:00:00+00:00,225.83,0.0030996767479962717,-0.005003763893194124,0.006243634592392411,-0.01377142098038353,0.011025993003586754,-0.008501970508789869
AAPL,2024-08-20T04:00:00+00:00,226.53,225.77478000844377,222.90219369001284,220.4433571905347,215.17021682137246,196.9466826443103,61.21976438578206,1.054750321393402,0.5769236543602655,2.774939932270089,0.10032067186759627,False,False,-0.06283733878757047,False,True,True,False,False,False,False,True,BULL_HIGH_VOL,2024-08-21T04:00:00+00:00,226.58,-0.0011474975726013525,0.0009709594845088709,0.00684085091358444,-0.0258186953835291,0.00999646923823816,-0.011783917380174813
AAPL,2024-08-28T04:00:00+00:00,226.395,226.89585593763195,225.93500289860273,223.16050964970137,217.61655255860904,198.6739629047721,58.37315162590144,0.5621381453996865,0.738815372039748,1.5789407262275486,0.12074941800622693,False,False,-0.6853831551603523,False,True,True,False,False,False,False,True,BULL_LOW_VOL,2024-08-29T04:00:00+00:00,230.1,-0.0011734028683180187,-0.032073011734028656,-0.033941764450239,-0.03150803998261631,0.012255541069100317,-0.0548022598870056
