experiment,trades,symbols,net_mean,net_median,win_rate,profit_factor,max_drawdown,mean_mfe,mean_mae,mean_bar_1_mfe,mean_bar_1_mae,mean_bar_2_mfe,mean_bar_2_mae,mean_bar_3_mfe,mean_bar_3_mae
C0_PATH_INSTRUMENTATION,55,2,-0.00030060678837092245,0.00027928021283004197,0.5272727272727272,0.9424121648490144,-0.1124994219606179,0.013114247060874766,-0.011362596586133308,0.005964674364192825,-0.0037633304647567986,0.007679552371757382,-0.005591136807428613,0.008155604281378463,-0.006694392785117084
