experiment,trades,symbols,gross_mean,net_mean,net_median,win_rate,profit_factor,max_drawdown,mean_mfe,mean_mae,mfe_mae_ratio,mean_funding_return,mean_commission_return
C0,15,2,0.0008871136657982633,0.00061338033246493,-1.4104471390825434e-06,0.4666666666666667,1.4283531544895836,-0.008289442818745885,0.0076234759450355995,-0.006344552971988904,1.9679229556929918,-7.373333333333333e-05,-0.00020000000000000004
