symbol,trades,net_mean,net_median,win_rate,mean_mfe,mean_mae,mean_funding,mean_mfe_capture
ETH_USDT,54,0.002137401741808362,0.00088359304103785,0.5555555555555556,0.01629651004787785,-0.013025191281389946,-2.1907407407407407e-05,-3.429916735936477
BTC_USDT,55,0.00020421052907570534,-0.0005968599419148,0.43636363636363634,0.010993324778570755,-0.009802857337633966,-2.5236363636363636e-05,-2.7197015341526045
