symbol,timestamp,open,high,low,close,volume,amount,ema_3,ema_8,macd,macd_signal,macd_hist,rel_volume,atr_14,bullish_crossover,signal
BTC_USDT,2026-02-28 23:00:00+00:00,67081.3,67184.1,66708.4,66937.0,34929182.0,233897503.05938,66875.90553457395,66326.66138778874,406.8400113371463,79.2324664897566,327.6075448473897,0.7846714374129967,799.4928571428567,False,False
BTC_USDT,2026-03-01 00:00:00+00:00,66937.0,67084.9,66585.9,66755.6,34883598.0,233024593.56906,66815.75276728698,66421.98107939125,437.58834631968057,150.9036424557414,286.68470386393915,0.7641664784861661,793.4214285714281,False,False
BTC_USDT,2026-03-01 01:00:00+00:00,66755.6,67682.6,66017.1,67311.7,64696321.0,431732029.60224,67063.72638364349,66619.69639508208,501.0534139405354,220.9335967527002,280.1198171878352,1.3859526741326733,875.3999999999994,False,False
BTC_USDT,2026-03-01 02:00:00+00:00,67311.7,68180.0,67304.7,67594.0,49383298.0,334959607.07747,67328.86319182174,66836.20830728606,567.5864052225079,290.2641584466618,277.3222467758461,1.0032842290634758,918.557142857142,False,False
BTC_USDT,2026-03-01 03:00:00+00:00,67594.0,67784.0,67358.1,67474.7,21568413.0,145709320.4065,67401.78159591087,66978.09535011137,603.728362435184,352.9569992443662,250.77136319081774,0.47330771436873625,854.835714285713,False,False
BTC_USDT,2026-03-01 04:00:00+00:00,67474.7,67574.8,67047.5,67313.0,24240279.0,163121407.98862,67357.39079795544,67052.51860564218,612.2654700811836,404.8186934117297,207.44677666945387,0.5598788982947179,814.6499999999988,False,False
BTC_USDT,2026-03-01 05:00:00+00:00,67313.0,67539.0,67167.9,67264.1,17607925.0,118638537.16705,67310.74539897771,67099.53669327726,608.0758482074743,445.4701243708787,162.60572383659564,0.41533508291230314,783.3571428571423,False,False
BTC_USDT,2026-03-01 06:00:00+00:00,67264.1,67320.0,66754.8,66891.0,23965926.0,160526508.37234,67100.87269948886,67053.19520588231,568.1007786687114,469.9962552304453,98.10452343826614,0.5782374453941853,785.6999999999991,False,False
BTC_USDT,2026-03-01 07:00:00+00:00,66891.0,67201.2,66757.9,67113.9,21139643.0,141626548.11963,67107.38634974443,67066.68516013068,548.0883933757432,485.61468285950485,62.47371051623833,0.5131657923513471,765.8285714285709,False,False
BTC_USDT,2026-03-01 08:00:00+00:00,67113.9,67268.8,66438.1,66541.3,30911565.0,206869876.12638,66824.34317487222,66949.93290232387,480.4856596746977,484.5888782225435,-4.103218547845813,0.7604639502043206,753.6857142857136,False,False
BTC_USDT,2026-03-01 09:00:00+00:00,66541.3,66745.4,66211.0,66380.0,33915835.0,225463146.03287,66602.17158743611,66823.28114625189,409.177698402651,469.506642258565,-60.32894385591402,0.8300411361098193,714.4357142857136,False,False
BTC_USDT,2026-03-01 10:00:00+00:00,66380.0,66715.9,66190.0,66429.9,26324321.0,174949281.07703,66516.03579371805,66735.86311375146,352.6272706436139,446.13076793557485,-93.50349729196097,0.6702077991062312,681.942857142857,False,False
BTC_USDT,2026-03-01 11:00:00+00:00,66429.9,66637.9,66344.0,66439.0,18524443.0,123148173.35278,66477.51789685903,66669.8935329178,305.0287614803383,417.9103666445276,-112.8816051641893,0.4922442879879571,655.971428571428,False,False
BTC_USDT,2026-03-01 12:00:00+00:00,66439.0,66526.0,66210.8,66270.6,27390317.0,181853794.95161,66374.05894842952,66581.16163671385,250.82675274580834,384.49364386478373,-133.6668911189754,0.7440683679809871,596.3142857142853,False,False
BTC_USDT,2026-03-01 13:00:00+00:00,66270.6,67363.1,66103.0,66907.1,51832399.0,345476539.35635,66640.57947421476,66653.59238411077,256.2772957287525,358.8503742375775,-102.573078508825,1.4096546482435117,652.3428571428564,False,False
BTC_USDT,2026-03-01 14:00:00+00:00,66907.1,67277.0,66719.7,66832.3,42000857.0,281094983.2036,66736.43973710737,66693.30518764172,251.66017361306876,337.41233411267575,-85.75216049960699,1.116291737504065,656.5071428571422,True,False
BTC_USDT,2026-03-01 15:00:00+00:00,66832.3,67217.4,66787.0,66810.9,39063745.0,261859600.27848,66773.66986855368,66719.43736816577,243.4677255325514,318.6234123966509,-75.1556868640995,1.046708158655423,568.2857142857132,False,False
BTC_USDT,2026-03-01 16:00:00+00:00,66810.9,67082.6,65784.1,66112.2,54871726.0,364963099.15315,66442.93493427684,66584.4957307956,178.53782774260617,290.606295465842,-112.06846772323581,1.5094424151789025,598.5142857142845,False,False
BTC_USDT,2026-03-01 17:00:00+00:00,66112.2,66198.1,65691.8,65957.4,44572885.0,294140503.95866,66200.16746713841,66445.14112395214,113.28348813233606,255.1417339991408,-141.85824586680474,1.228365889752426,604.2571428571422,False,False
BTC_USDT,2026-03-01 18:00:00+00:00,65957.4,66656.3,65955.9,66288.1,39951354.0,265102553.50999,66244.13373356921,66410.24309640723,87.24794013987412,221.56297522728747,-134.31503508741335,1.1052873907597562,616.6214285714284,False,False
BTC_USDT,2026-03-01 19:00:00+00:00,66288.1,66316.3,65756.6,65926.0,31941662.0,210836327.82696,66085.0668667846,66302.63351942785,36.969970172678586,184.64437421636572,-147.67440404368713,0.9103118822726686,630.0928571428564,False,False
BTC_USDT,2026-03-01 20:00:00+00:00,65926.0,65932.8,65036.3,65255.7,53214950.0,348034356.86351,65670.3834333923,66069.98162622166,-56.31413701156271,136.45267197078002,-192.76680898234272,1.5230674629850325,653.7571428571422,False,False
BTC_USDT,2026-03-01 21:00:00+00:00,65255.7,65720.6,65242.0,65629.3,31679378.0,207616905.90703,65649.84171669616,65972.05237595018,-98.95537042358774,89.37106349190647,-188.3264339154942,0.8835194210138934,656.278571428571,False,False
BTC_USDT,2026-03-01 22:00:00+00:00,65629.3,66488.6,65011.0,65241.7,83593036.0,549056432.13697,65445.77085834808,65809.75184796125,-162.15570577005565,39.065709639514054,-201.22141540956972,2.443880235618043,702.4857142857145,False,False
BTC_USDT,2026-03-01 23:00:00+00:00,65241.7,66052.8,65095.2,65747.9,48906849.0,321315444.4386,65596.83542917404,65796.00699285875,-169.44308297005773,-2.636048882400299,-166.80703408765743,1.361718593124761,732.7142857142868,False,False
BTC_USDT,2026-03-02 00:00:00+00:00,65747.9,66760.0,65725.2,66466.0,52773628.0,349217205.89348,66031.41771458702,65944.89432777902,-115.93726074247388,-25.296291254415017,-90.64096948805886,1.415508403453504,769.0642857142874,True,False
BTC_USDT,2026-03-02 01:00:00+00:00,66466.0,67075.0,66329.1,66500.0,40942122.0,272843505.54624,66265.7088572935,66068.25114382814,-69.98327169530967,-34.23368734259395,-35.749584352715715,1.0576866555759818,801.3500000000016,False,False
BTC_USDT,2026-03-02 02:00:00+00:00,66500.0,66580.0,65852.9,66242.2,33428321.0,221311121.13197,66253.95442864674,66106.90644519965,-53.74714612621756,-38.136379099318674,-15.610767026898884,0.8383103068065009,830.7714285714309,False,False
BTC_USDT,2026-03-02 03:00:00+00:00,66242.2,67012.7,66070.1,66781.2,27350831.0,182277898.07971,66517.57721432336,66256.7494573775,2.5831191615579883,-29.992479447143342,32.57559860870133,0.6778572869890513,808.0928571428584,False,False
BTC_USDT,2026-03-02 04:00:00+00:00,66781.2,66945.3,66601.5,66832.4,20613054.0,137609251.44242,66674.98860716168,66384.67180018249,50.77141112020763,-13.839701333673148,64.61111245388078,0.5069675800726301,792.8428571428584,False,False
BTC_USDT,2026-03-02 05:00:00+00:00,66832.4,66963.6,66513.3,66698.2,19020681.0,126927467.42542,66686.59430358085,66454.34473347527,77.24176623173116,4.376592179407714,72.86517405232345,0.4738043920998846,794.2642857142876,False,False
BTC_USDT,2026-03-02 06:00:00+00:00,66698.2,66703.2,66022.7,66176.9,22042149.0,146136129.5687,66431.74715179042,66392.69034825855,55.51521520821552,14.604316785169276,40.91089842304625,0.5594478490609753,750.1214285714304,False,False
BTC_USDT,2026-03-02 07:00:00+00:00,66176.9,66176.9,65514.3,65971.8,28539112.0,187800045.66418,66201.7735758952,66299.15915975664,21.499083036425873,15.983270035420597,5.5158130010052755,0.7283038942093581,761.2857142857154,False,False
BTC_USDT,2026-03-02 08:00:00+00:00,65971.8,66275.7,65612.4,66247.9,29532476.0,194665924.8749,66224.8367879476,66287.76823536628,16.62833466210577,16.112282960757632,0.5160517013481396,0.7441450146433849,758.6357142857149,False,False
BTC_USDT,2026-03-02 09:00:00+00:00,66247.9,66694.2,66131.6,66134.1,36108587.0,239645680.30024,66179.4683939738,66253.61973861822,3.544661894062301,13.598758747418566,-10.054096853356265,0.9073977377106169,758.8428571428574,False,False
BTC_USDT,2026-03-02 10:00:00+00:00,66134.1,66359.0,66039.6,66284.0,23801217.0,157564254.39585,66231.7341969869,66260.37090781417,5.211360871864599,11.921279172307774,-6.709918300443174,0.6101723061173864,717.6214285714284,False,False
BTC_USDT,2026-03-02 11:00:00+00:00,66284.0,66452.3,65973.1,66330.3,28053970.0,185672056.24947,66281.01709849345,66275.91070607769,10.151237724872772,11.567270882820775,-1.4160331579480037,0.7363751522688046,717.6642857142849,True,False
BTC_USDT,2026-03-02 12:00:00+00:00,66330.3,66360.0,65879.7,65936.8,23937169.0,158202646.33289,66108.90854924673,66200.55277139376,-17.48448539855599,5.756919626545422,-23.24140502510141,0.6375271828703917,646.4285714285704,False,False
BTC_USDT,2026-03-02 13:00:00+00:00,65936.8,66109.4,65320.0,65412.3,45887261.0,301522663.72104,65760.60427462336,66025.38548886182,-80.77760767019936,-11.549985832803536,-69.22762183739582,1.2746400648749132,634.4142857142839,False,False
BTC_USDT,2026-03-02 14:00:00+00:00,65412.3,67188.0,65239.9,67128.7,83898727.0,555812962.8605,66444.65213731167,66270.56649133697,7.475104027733323,-7.744967860696164,15.220071888429487,2.326262465332427,699.6499999999978,True,True
BTC_USDT,2026-03-02 15:00:00+00:00,67128.7,69570.4,66940.0,69089.1,137333266.0,941096636.4991,67766.87606865584,66896.90727103986,232.91896528365032,40.38781876817313,192.5311465154772,3.589168031923261,834.2571428571407,False,False
BTC_USDT,2026-03-02 16:00:00+00:00,69089.1,70090.1,68880.7,69406.1,91287806.0,634565344.50389,68586.48803432792,67454.50565525323,432.18217321595876,118.74668965773026,313.4354835582285,2.0969871866294443,868.7071428571409,False,False
BTC_USDT,2026-03-02 17:00:00+00:00,69406.1,69549.0,68757.6,69170.4,58600060.0,405550872.54859,68878.44401716396,67835.8155096414,564.5726389952179,207.9118795252278,356.66075946999007,1.2897138471239917,857.9071428571411,False,False
BTC_USDT,2026-03-02 18:00:00+00:00,69170.4,69247.2,68706.8,68853.6,39559703.0,273006707.63452,68866.02200858199,68061.9898408322,636.5916917966824,293.6478419795187,342.9438498171637,0.8456087080788713,871.9499999999977,False,False
BTC_USDT,2026-03-02 19:00:00+00:00,68853.6,69020.7,68538.9,68927.8,36072206.0,248148838.9317,68896.911004291,68254.39209842504,691.6813577602588,373.2545451356668,318.42681262459206,0.8091412892537425,874.1999999999977,False,False
BTC_USDT,2026-03-02 20:00:00+00:00,68927.8,69464.4,68533.5,69034.0,47986872.0,331228552.87315,68965.4555021455,68427.63829877503,735.4321631988423,445.6900687483019,289.74209445054043,1.0921218938551596,892.0857142857114,False,False
BTC_USDT,2026-03-02 21:00:00+00:00,69034.0,69500.0,68953.9,69366.9,31978287.0,221513091.71441,69166.17775107274,68636.36312126946,787.8849918108608,514.1290533608137,273.7559384500471,0.7317722735877877,883.7642857142839,False,False
BTC_USDT,2026-03-02 22:00:00+00:00,69366.9,69459.9,69108.0,69413.7,32095742.0,222413405.39741,69289.93887553638,68809.10464987624,823.735099791098,576.0502626468706,247.68483714422746,0.7420708387751614,861.5214285714262,False,False
BTC_USDT,2026-03-02 23:00:00+00:00,69413.7,69454.7,68702.7,68801.8,33868117.0,233698107.21713,69045.86943776818,68807.48139434819,793.6229610315349,619.5648023238035,174.05815870773142,0.7842572493087571,875.0499999999982,False,False
BTC_USDT,2026-03-03 00:00:00+00:00,68801.8,69130.5,68599.1,69051.8,27175075.0,187159237.70366,69048.83471888409,68861.77441782637,780.9297131597268,651.8377844909883,129.09192866873855,0.6245589732362475,890.1928571428554,False,False
BTC_USDT,2026-03-03 01:00:00+00:00,69051.8,69216.2,68716.9,68724.6,22228138.0,153257747.44169,68886.71735944205,68831.29121386496,735.9839524264389,668.6670180780784,67.31693434836052,0.5070411382346846,891.6285714285701,False,False
BTC_USDT,2026-03-03 02:00:00+00:00,68724.6,68742.3,68183.8,68473.6,24764373.0,169532354.47404,68680.15867972103,68751.80427745052,672.3599637900916,669.4056072204811,2.954356569610468,0.5628356516696165,897.2142857142842,False,False
BTC_USDT,2026-03-03 03:00:00+00:00,68473.6,68516.2,68188.3,68341.5,15315977.0,104687983.31533,68510.82933986052,68660.62554912818,604.3119958979078,656.3868849559665,-52.074889058058716,0.3470224390039741,864.2499999999984,False,False
BTC_USDT,2026-03-03 04:00:00+00:00,68341.5,68425.8,68020.0,68093.1,13294538.0,90701921.01835,68301.96466993025,68534.50876043303,524.2959299322538,629.9686939512239,-105.67276401897016,0.30580257408894385,754.085714285713,False,False
BTC_USDT,2026-03-03 05:00:00+00:00,68093.1,68552.9,67811.1,67911.6,24784437.0,168885037.02164,68106.78233496513,68396.08459144791,441.1517650881433,592.2053081786078,-151.05354309046447,0.5809439554245137,619.1857142857126,False,False
BTC_USDT,2026-03-03 06:00:00+00:00,67911.6,68201.5,67759.3,68070.0,22014539.0,149535931.11948,68088.39116748256,68323.62134890394,383.61885228905885,550.4880170006979,-166.8691647116391,0.5229585257256935,564.3857142857117,False,False
BTC_USDT,2026-03-03 07:00:00+00:00,68070.0,68250.8,67915.1,68138.3,20524277.0,139797114.43787,68113.34558374129,68282.43882692528,339.6199165941507,508.3143969193885,-168.6944803252378,0.4885940032325447,531.835714285712,False,False
BTC_USDT,2026-03-03 08:00:00+00:00,68138.3,68281.6,66862.1,66972.7,49665091.0,335231078.0176,67543.02279187064,67991.38575427522,208.2951673563366,448.31055100677816,-240.01538365044155,1.1930026206735314,594.6285714285696,False,False
BTC_USDT,2026-03-03 09:00:00+00:00,66972.7,67157.0,66290.9,66614.9,47256956.0,315203247.70867,67078.96139593532,67685.50003110296,74.48922231410688,373.5462852682439,-299.057062954137,1.1011314689192286,622.0785714285697,False,False
BTC_USDT,2026-03-03 10:00:00+00:00,66614.9,67014.0,66401.0,66826.4,33711084.0,224583269.63656,66952.68069796765,67494.58891308008,-14.321580466159503,295.97271212136326,-310.29429258752276,0.78424845452102,599.3714285714274,False,False
BTC_USDT,2026-03-03 11:00:00+00:00,66826.4,67133.4,66729.0,67002.2,30548420.0,204455083.12748,66977.44034898383,67385.16915461783,-69.71555323740176,222.83505904961027,-292.55061228701203,0.7547324443563194,589.249999999998,False,False
BTC_USDT,2026-03-03 12:00:00+00:00,67002.2,67963.0,67000.0,67360.1,53759653.0,362516609.91838,67168.77017449192,67379.59823136943,-83.77048286459467,161.5139506667693,-245.28443353136396,1.5300192990582873,632.8999999999984,False,False
BTC_USDT,2026-03-03 13:00:00+00:00,67360.1,67400.0,66600.5,66894.8,43819329.0,293491219.7276,67031.78508724595,67271.8652910651,-130.94547920652258,103.02206469211092,-233.9675438986335,1.3174713012090156,636.2928571428555,False,False
BTC_USDT,2026-03-03 14:00:00+00:00,66894.8,67553.3,66125.0,66533.8,81725268.0,546228766.34607,66782.79254362299,67107.85078193952,-195.21141105040442,43.37536954360786,-238.58678059401228,2.5129889739691698,700.3571428571419,False,False
BTC_USDT,2026-03-03 15:00:00+00:00,66533.8,67814.7,66423.2,67696.1,65919958.0,442559757.99274,67239.4462718115,67238.5728303974,-150.61849256855203,4.57659712117588,-155.19508968972792,1.9035825606886192,764.085714285713,True,False
BTC_USDT,2026-03-03 16:00:00+00:00,67696.1,68967.5,67444.6,68137.3,96815008.0,660222570.66733,67688.37313590574,67438.28997919799,-78.76912917029404,-12.092548137118104,-66.67658103317594,2.680237154417738,832.9714285714269,False,False
BTC_USDT,2026-03-03 17:00:00+00:00,68137.3,68372.4,67583.1,68280.6,51101123.0,347548153.94513,67984.48656795287,67625.46998382066,-10.147899964591488,-11.70361850261278,1.5557185380212921,1.3251261645705155,865.9285714285694,False,False
BTC_USDT,2026-03-03 18:00:00+00:00,68280.6,68877.6,67943.7,68590.0,51058144.0,349652533.95154,68287.24328397644,67839.80998741607,68.41229841552558,4.319564881014893,64.09273353451069,1.2919781662985967,903.6499999999984,False,False
BTC_USDT,2026-03-03 19:00:00+00:00,68590.0,68844.9,68276.1,68395.9,46304196.0,317475537.82701,68341.57164198821,67963.38554576805,113.6989233752829,26.1954365798685,87.5034867954144,1.1442323919133057,891.2928571428555,False,False
BTC_USDT,2026-03-03 20:00:00+00:00,68395.9,68558.2,68049.2,68230.0,35363449.0,241570204.27417,68285.7858209941,68022.63320226404,134.64999508591427,47.88634828107766,86.76364680483661,0.8606490473553987,896.0642857142842,False,False
BTC_USDT,2026-03-03 21:00:00+00:00,68230.0,68230.0,67783.5,67977.7,27966498.0,190103040.46862,68131.74291049705,68012.64804620537,129.403683804092,64.18981538568053,65.21386841841147,0.6739126626910383,903.9785714285701,False,False
BTC_USDT,2026-03-03 22:00:00+00:00,67977.7,68481.0,67977.7,68275.1,32769988.0,223749258.38226,68203.42145524852,68070.97070260419,147.5428566311166,80.86042363476776,66.68243299634884,0.7842408755784308,838.5357142857132,False,False
BTC_USDT,2026-03-03 23:00:00+00:00,68275.1,68821.4,68206.3,68295.3,32812184.0,224698731.78063,68249.36072762427,68120.82165758104,161.68445520920795,97.0252299496558,64.65922525955216,0.7777998479498954,820.6071428571407,False,False
BTC_USDT,2026-03-04 00:00:00+00:00,68295.3,68384.0,67825.1,68065.8,27206699.0,185335021.40176,68157.58036381213,68108.59462256303,152.6138050329464,108.14294496631392,44.47086006663248,0.6318219299093255,816.7428571428546,False,False
BTC_USDT,2026-03-04 01:00:00+00:00,68065.8,68882.5,67924.0,68384.7,29239579.0,199905567.33962,68271.14018190606,68169.95137310459,169.20729785744334,120.35581554453981,48.85148231290353,0.6682367783161851,856.3214285714265,False,False
BTC_USDT,2026-03-04 02:00:00+00:00,68384.7,68415.0,67949.1,68286.3,22196431.0,151370919.88994,68278.72009095302,68195.80662352579,172.43003670446342,130.77065977652455,41.659376927938865,0.5047043949516339,820.8142857142832,False,False
BTC_USDT,2026-03-04 03:00:00+00:00,68286.3,68360.0,67363.8,67704.4,31114373.0,210935666.54267,67991.56004547651,68086.60515163117,126.57058666490775,129.93064515420122,-3.360058489293465,0.7073350698344345,834.864285714283,False,False
BTC_USDT,2026-03-04 04:00:00+00:00,67704.4,67926.3,67425.0,67755.9,22147631.0,149823142.48695,67873.73002273825,68013.11511793535,93.30668037562282,122.60585219848555,-29.299171822862732,0.4975020082783283,768.6499999999972,False,False
BTC_USDT,2026-03-04 05:00:00+00:00,67755.9,68352.7,67644.8,68173.1,21520722.0,146261293.45081,68023.41501136913,68048.66731394971,99.46280302219384,117.97724236322722,-18.51443934103338,0.4988369220411188,719.8214285714255,False,False
BTC_USDT,2026-03-04 06:00:00+00:00,68173.1,68648.5,68006.8,68472.3,21890972.0,149596939.65975,68247.85750568457,68142.80791084978,127.02030306696543,119.78585450397486,7.234448562990565,0.523019445172756,656.8785714285685,True,False
BTC_USDT,2026-03-04 07:00:00+00:00,68472.3,69661.5,68316.3,69464.4,35636634.0,245774190.47492,68856.12875284228,68436.49504177204,226.30529252579436,141.08974210833878,85.21555041745557,0.8636256832343341,696.585714285712,False,False
BTC_USDT,2026-03-04 08:00:00+00:00,69464.4,71164.2,69103.5,70991.0,77949520.0,546657885.07711,69923.56437642114,69004.16281026714,423.2937567168847,197.53054503004796,225.7632116868367,1.8774696306608762,777.0714285714255,False,False
BTC_USDT,2026-03-04 09:00:00+00:00,70991.0,71876.8,70699.5,71489.1,86472430.0,616951756.16526,70706.33218821057,69556.37107465221,612.5400604937458,280.53244812278757,332.00761237095827,2.023793815042843,820.5357142857122,False,False
BTC_USDT,2026-03-04 10:00:00+00:00,71489.1,71841.5,71160.7,71310.9,41615248.0,297332973.8878,71008.61609410528,69946.26639139616,739.6140584899404,372.34877019621814,367.2652882937222,0.927658197500958,832.807142857141,False,False
BTC_USDT,2026-03-04 11:00:00+00:00,71310.9,71468.0,70900.0,71082.3,32438058.0,230920619.3769,71045.45804705264,70198.71830441924,812.5089109543042,460.38079834783537,352.1281126064688,0.7569251712751023,841.4857142857124,False,False
