experiment,trades,symbols,gross_mean,net_mean,net_median,win_rate,profit_factor,max_drawdown,mean_mfe,mean_mae,mfe_mae_ratio,mean_funding_return,mean_commission_return
C0,109,2,0.0013855254418056466,0.0011619382858423443,-1.4104471390825434e-06,0.4954128440366973,1.2378317510816261,-0.11748205300467407,0.01362059087529175,-0.011399242961146156,3.0258387379459046,-2.3587155963302748e-05,-0.0002
