symbol,signal_timestamp,signal_close,rsi_14,rel_volume,macd,macd_signal,macd_hist,atr_pct,price_acceleration,trend_stack,persistence_1,persistence_2,persistence_3,ema_3,ema_8,ema_21,ema_50,forward_1d,forward_3d,forward_5d,forward_10d,mfe_5d,mae_5d,split
AVGO,2026-02-18T05:00:00+00:00,333.44,49.401678180373985,0.5046389907124555,-2.513500643194618,-4.037148439729015,1.523647796534397,4.987082704962983,0.00264613904257871,False,True,True,False,332.43503114553766,331.96662469251214,332.9322013888884,339.8852039962393,0.004149128081779807,-0.006674684305472134,-0.0006915213469633752,-0.046602525556223684,0.022369212266987404,-0.05444978953698143,TRAIN
AVGO,2026-03-05T05:00:00+00:00,332.68,52.458497150835235,1.9143417772895766,-3.664900179880533,-3.5921488577422873,-0.07275132213824564,4.0158711073704465,0.049132765689057,False,True,True,True,324.95493898005157,323.87540890941136,327.28686579127043,334.5264964335682,0.007008349076726317,0.04364982631482728,0.023676031446157486,-0.025504296422694916,0.07599488085806572,-0.013483454201962397,TRAIN
AVGO,2026-04-02T04:00:00+00:00,314.465,47.178062862959735,0.5214610669692229,-5.656451286128458,-5.132711554772305,-0.5237397313561534,3.6015818249135156,0.0030141617759631423,False,True,True,True,311.8456536435499,311.3173860584784,317.10009030812955,325.5195893889814,-0.003169773044250035,0.11148091796627346,0.17736465069101048,0.2885127424876379,0.19351464435146437,-0.0160707493343476,TRAIN
AVGO,2026-05-14T04:00:00+00:00,439.34,66.07295614118479,0.9596856715917151,16.798309798626462,18.555097149168322,-1.7567873505418596,3.6855608087455876,0.054230455439842506,True,True,True,False,429.5489289733314,424.42348378526367,410.09897394842415,382.6865451965743,-0.0175329103244225,-0.04970932584399523,-0.04228933347202479,0.0341989991100633,0.0,-0.06163679021763002,TRAIN
AVGO,2026-05-27T04:00:00+00:00,421.81,56.43802330622455,0.7759070164314092,8.472070722561341,11.68931209234279,-3.2172413697814495,3.8301774326287727,-0.0005923328436715503,True,True,True,True,420.1611676913021,419.4087254359925,414.4869184214131,392.4391830035384,0.012029040523868328,0.0916057701433044,0.13556989655499674,-0.11768055423744905,0.17443295055518648,-0.017486001708266086,TRAIN
AVGO,2026-06-18T04:00:00+00:00,411.07,51.266234124336094,0.6189413053825652,-6.330275440724279,-3.1326381229109175,-3.1976373178133612,6.250412686056252,0.046219235957343896,False,True,False,False,399.4295784174758,396.5845211683473,405.79849156642916,399.97655682339973,-0.0516837092368313,-0.07641356636932828,-0.12028911934633879,-0.09587352237290603,0.00232069040539562,-0.12028911934633879,TRAIN
AVGO,2026-07-08T04:00:00+00:00,388.73,50.19721174966522,1.1008943846788741,-9.205602641004987,-9.803863966344142,0.5982613253391555,4.309730220388004,0.049118829784362994,False,True,True,True,379.5437743111371,376.4567772319054,384.94966012901955,390.65218299661615,-0.002572802863641477,-0.04657146053171257,-0.02027169792560013,-0.013435748287905391,0.012839156319524703,-0.04657146053171257,TEST
AVGO,2026-07-22T04:00:00+00:00,396.88,53.58477441789642,0.6456699178359888,-2.3744473813083573,-4.370662626191219,1.9962152448828618,4.128721887868231,0.027441234337786113,False,True,True,False,389.3801697014757,385.44655815325814,385.9472762015904,389.4568192433136,0.0012496174640417301,-0.02236560236662244,-0.05556972355401413,0.06724982148321934,0.013312251351627058,-0.05750790574313991,TEST
AVGO,2026-07-31T04:00:00+00:00,389.3,51.473205002504706,0.858341314689658,-1.6515144185441955,-2.562125982398556,0.9106115638543604,4.031870390077429,0.0030402968154179533,False,True,True,True,385.80523570079276,384.1652354554689,384.8322834297448,388.04363983557886,0.02088239503506406,0.08898112127402125,0.1126088031330097,0.022703912358994938,0.12098778282309164,-0.024902743985740106,TEST
JNJ,2026-01-12T05:00:00+00:00,209.76,58.91742536952503,1.2309215411269698,0.96500450084676,1.3713517505061772,-0.40634724965941715,1.4363354037267093,0.025997211964097877,True,True,True,True,207.5100663842086,206.7776309461567,206.30138724715988,202.18093030694388,0.01843954734961284,0.04638475282906507,0.03952352590827868,0.06932698034544371,0.04857653365098269,-0.004216795711733168,TRAIN
JNJ,2026-03-26T04:00:00+00:00,239.33,50.97843061395651,0.8521864441324986,-0.07393195443393097,0.8430562383095289,-0.9169881927434599,1.5638896681808152,-0.002459153051016849,False,True,True,True,238.5650298336846,238.36829501312047,239.40071084193227,234.14540637159755,0.0034854841066098707,0.019848475361592843,0.014463715484315243,-0.0046960115208816156,0.0319120071796799,-0.0015027236866820282,TRAIN
JNJ,2026-05-13T04:00:00+00:00,230.455,52.023383044927535,1.1663267568201532,-3.0647164700438623,-3.4600798835178144,0.3953634134739521,1.6555757709128194,0.02725773379691554,False,True,True,True,226.80426889131138,225.4634225726411,228.05787181988484,231.13952429727507,-0.0005629411509980864,-0.008660633092279046,-0.007188325466591539,-0.0005629411509980864,0.004806651366214831,-0.021738189061620394,TRAIN
JNJ,2026-06-05T04:00:00+00:00,232.71,56.45824755124649,1.23275406120136,-0.6459852256403167,-0.9444607713200015,0.2984755456796848,1.7460419774458686,0.019450650545406845,False,True,True,True,229.41960608320454,227.9871761542891,228.28106054502916,229.93625086430328,-0.004225019838291044,0.02309820490273884,0.033049520663992915,-0.007699401634246206,0.03609496643575616,-0.010616166598751753,TRAIN
JNJ,2026-06-23T04:00:00+00:00,239.2,59.06581835797269,1.4148054904284733,1.4830063628567984,1.2796688122857998,0.20333755057099867,2.115832537028188,0.03397596611048659,True,True,True,True,235.3688914092203,234.43465725454746,232.79077664156125,231.8789620130596,0.0027878333957473966,0.058378063496026256,0.05675529480297925,0.09541047726043339,0.08072234011567425,-0.0065742936795240015,TRAIN
JNJ,2026-07-22T04:00:00+00:00,255.69,56.52027148824656,1.0265856650006269,3.260699877853199,4.628962842965418,-1.3682629651122191,2.4908790220300276,0.020067023059124,True,True,True,True,253.08863526238576,252.86593255383096,250.96999769573875,244.33463955849544,0.017695295640914877,0.04327696472711562,0.042374543885117966,0.010711343037627108,0.07823596343233796,-0.001412484796170621,TEST
JNJ,2026-08-07T04:00:00+00:00,259.255,55.487973473947896,0.8257127280619171,2.4171081265831447,3.2675184725575277,-0.850410345974383,2.306747080232645,0.007911515434258387,True,True,True,True,258.0950045496246,257.87592189174666,256.41532360658056,250.07597016909932,0.009374638324138651,0.006018286331545886,0.004243663438910694,0.042706685698854274,0.017900543960495563,-0.014428455692295783,TEST
IWM,2026-01-05T05:00:00+00:00,252.76,56.04141526580035,1.0286296125973142,0.9972523722842652,1.4634959478462757,-0.46624357556201046,1.2651753215924764,0.01591639871382622,True,True,True,True,250.5300092109002,250.11911222722932,249.57650553014616,247.50959678711075,0.015041319038465506,0.02376092427815535,0.03644398644497726,0.04084342363409377,0.03703850498404693,-0.0031113136877984893,TRAIN
IWM,2026-02-06T05:00:00+00:00,265.0,57.00130479154101,0.7831078450761401,1.7181712748976565,2.60011835071579,-0.8819470758181334,2.042048517520216,0.03523712790061717,True,True,True,True,261.8525271308433,261.82774474768905,261.0027004825726,256.51211762423407,0.007817220543806513,0.00045317220543816816,-0.00706193353474327,-0.016238670694864066,0.015483383685800378,-0.024093655589123797,TRAIN
IWM,2026-02-18T05:00:00+00:00,263.96,53.87412197131665,1.0698806031709656,1.389176152325149,1.822734319893956,-0.43355816756880716,2.337340073171261,0.0035738727092997635,True,True,True,False,263.39220724320967,263.1920373919936,262.3195162389515,258.2976682374537,0.007712963491972813,-0.007789140909177483,0.007636786074768143,-0.002932830562379918,0.0176922051457844,-0.016892342265135474,TRAIN
IWM,2026-02-25T05:00:00+00:00,264.55,54.154082821223135,0.6460269998600384,1.0508492759156525,1.364628561544297,-0.31377928562864454,2.1064071064071066,0.004632970037595552,True,True,False,False,263.7088189763503,263.4192137453172,262.767325095126,259.24238086792707,0.003244548404135017,-0.004791367992152629,-0.012393420357655005,-0.046065041877310864,0.004376367614879806,-0.04421640383309444,TRAIN
IWM,2026-03-25T04:00:00+00:00,251.85,47.90023043294653,0.6538815598122183,-3.418315635714009,-3.420417696388268,0.0021020606742587766,2.347202132788788,0.012258842443729767,False,False,False,False,249.67705828554057,248.88688674896466,252.19588602310083,255.06481234730995,-0.0059264318862124465,-0.03734656568294592,0.002069228760270825,0.05249412379211282,0.01428370532575296,-0.04096269361351623,TRAIN
IWM,2026-04-01T04:00:00+00:00,249.4,48.14736567205996,2.3034396084631434,-3.231621251730104,-3.5183689125805535,0.28674766085044956,2.302669263374953,0.005645161290322553,False,True,True,True,247.37709557142313,246.87371649968412,249.73010414284965,253.34468950947786,0.02575720466976894,0.03263531716874857,0.06927096089476681,0.10208996652787983,0.07310800881704638,-0.00036737692872890193,TRAIN
IWM,2026-04-30T04:00:00+00:00,277.93,66.19736894270325,1.1401128178480253,5.762970254476045,5.478976828187509,0.28399342628853574,1.5404701080950525,0.02153857463152864,True,True,True,True,275.7957888098674,274.63622266460595,268.824812449521,262.6474882796347,0.002512562814070307,0.014393395549174404,0.013208901651112548,0.021033740129217326,0.032160804020100464,-0.008865757358219817,TRAIN
IWM,2026-05-21T04:00:00+00:00,282.48,58.18172816074755,1.6242284158049647,3.1892494369024575,4.353838613163852,-1.1645891762613942,1.8083454707286493,0.009470035378622788,True,True,True,True,280.1183903744144,279.7598309543191,277.78963211824924,270.89703594284146,0.0038729666924866013,0.022498415604535138,0.02228716287585386,-0.008238856418562035,0.03070206323498348,-0.0010914724315189694,TRAIN
IWM,2026-06-11T04:00:00+00:00,290.43,57.611887632869326,1.7592660449607007,2.5638968569859912,3.386060989819416,-0.8221641328334246,2.0986124023000388,0.029857097266054344,True,True,True,True,286.976433007225,286.4987915919797,284.87624203054884,278.12344847924555,0.004525972912738041,0.0017143836790673994,0.0132693296759816,0.020709754843133865,0.02146408366192376,-0.009274815703754435,TRAIN
IWM,2026-08-03T04:00:00+00:00,296.15,54.62523891551875,1.1081052247156915,-0.10159803426523695,0.19234209163821775,-0.2939401259034547,1.3940811847278183,0.0170684799780203,False,True,True,True,293.78640702903056,293.0002025638346,293.44689755487656,290.4371468775972,0.013878620875058756,0.0022346931917467394,0.008065058135627412,0.021742052557295555,0.018348007258552457,-0.0012097587203440119,TEST
CVX,2026-04-28T04:00:00+00:00,188.29,46.74489681619305,0.9582147741458771,-2.5326343247054695,-2.017936539883207,-0.5146977848222622,2.5126514570988507,0.018609683527184284,False,True,True,True,186.84596336769755,186.80450236877977,189.81592165716313,188.6433637051877,0.009715876267002654,0.00131295625229777,0.011816606270679042,-0.023265584790714833,0.019484270784097424,-0.011764088020587149,TRAIN
CVX,2026-05-15T04:00:00+00:00,191.105,53.993154738347,0.8675062333406599,-1.2337942587947452,-1.5957135403484624,0.3619192815537171,2.204472485208206,0.024032793912763806,False,True,True,True,188.5857209427939,187.2714167504152,188.17088174527103,188.29718852940556,0.029147099719285308,0.0040401920402968194,0.004433717239027191,-0.02479208752000417,0.043445181939816946,-0.008237794160086187,TRAIN
CVX,2026-06-03T04:00:00+00:00,189.745,52.48384863715826,0.6212114767369941,-0.8381435371628925,-0.8529967375531975,0.014853200390305021,2.3569226367719076,0.011164401811883717,False,True,True,True,187.9351845021833,187.0926828986916,187.86070986033235,188.25474267795636,-0.001907790143084176,0.002649708532061368,0.005988341282459064,-0.05866454689984102,0.02103868574456813,-0.016905140434552157,TRAIN
CVX,2026-07-07T04:00:00+00:00,173.925,45.28919565055241,1.0235689230917788,-4.674938218411455,-4.513567726033722,-0.16137049237773304,1.9688289287254346,0.03440585226596893,False,True,True,True,170.99397316341032,170.64371370602072,175.23409737041302,180.84619362764266,-0.0021554169030063575,0.00014180374361871806,0.030856494611457785,0.08372093023255811,0.03754963131026656,-0.01568349404424285,TEST
CVX,2026-08-10T04:00:00+00:00,194.92,59.40585458599965,0.9620562696549182,2.622787426560535,2.933263998364772,-0.3104765718042368,2.4563190759579023,0.04481132075471694,True,True,True,True,191.41180095875103,190.6779584839506,188.38005894292434,185.76755020495247,0.012015952656631912,0.017470732021098723,0.04325228354560662,0.04482181911745786,0.04790943007847681,-0.002341438312105981,TEST
LLY,2026-01-07T05:00:00+00:00,1107.94,64.83144132395267,1.7332518945548347,19.703682933442906,21.385193039465385,-1.681510106022479,2.1730805432991467,0.04128720594731261,True,True,False,False,1084.9797343091784,1075.2595336508277,1058.911804032916,1006.4447710760022,-0.023809737895068128,-0.027995324371712482,-0.03547183383536401,-0.022065368880097247,0.019224025536123568,-0.046936114732724965,TRAIN
LLY,2026-01-12T05:00:00+00:00,1081.015,56.18290752921511,0.7311626463846039,16.727167375281624,19.542584140977862,-2.815416765696238,2.5265937237556493,0.016493100448999876,True,True,False,False,1077.7074667886473,1075.901179756151,1063.3086919856619,1014.3858417374962,-0.007203960103980278,-0.04813701812282223,-0.040310834977231313,-0.04189635146844639,0.004489224018731308,-0.06647185708228087,TRAIN
LLY,2026-01-21T05:00:00+00:00,1078.63,55.451516774764926,2.0472411831936137,6.113171440119913,11.339447897733756,-5.226276457613842,3.291476886685627,0.036058361909153014,True,True,True,True,1061.1805072935726,1060.802813157305,1060.2924776599066,1023.3925110645246,0.009673316685078648,-0.013535216628450142,-0.049573427157697414,0.0286300466955689,0.016552325959208636,-0.06780605092880554,TRAIN
LLY,2026-02-04T05:00:00+00:00,1108.03,59.78031687803988,1.9652644881747607,-0.8668355825739127,-0.0569809525249937,-0.809854630048919,3.4450782018537414,0.10485905451354616,False,False,False,False,1064.2908208079039,1050.742939895193,1052.9074643220583,1031.7164726520214,-0.04379753474954118,-0.0218332022029899,-0.04929564272601261,-0.04182121314300713,0.03615450901052775,-0.05780038215128713,TRAIN
LLY,2026-02-06T05:00:00+00:00,1058.46,51.15587272423303,1.1519235552198785,-2.0263786727448405,-0.9566962642527497,-1.0696824084920908,3.9439036767702946,0.036811378418619256,False,True,False,False,1050.522705201976,1047.2963463563513,1050.7653424149241,1032.3569438052687,-0.03321576360152201,-0.06035863396932084,-0.036826172688643855,-0.020412697531035584,0.024097166291739525,-0.06227492802325474,TRAIN
LLY,2026-02-23T05:00:00+00:00,1058.16,53.1699701231012,1.459886910798794,-5.427192515414163,-5.451207216204773,0.024014700790610632,4.364314335396213,0.049616124744579215,False,True,True,False,1037.5553249074237,1033.1829601277577,1038.6628048839334,1031.8989534100729,-0.0009776482766552519,-0.02050185944868299,-0.024124908944523238,-0.034064333090518706,0.014712648084959756,-0.03436146148832564,TRAIN
LLY,2026-02-27T05:00:00+00:00,1052.58,52.47821785402312,1.1798196328510953,-3.3067338791145175,-4.777655029988839,1.4709211508743216,3.094606992885509,0.02999226952922407,False,False,False,False,1040.4297078067139,1035.9837535843233,1038.0923658793342,1032.603124707949,-0.027369124952235313,-0.0408912877340466,-0.05387848681696594,-0.05858807795185317,0.007666220863584261,-0.07744077187619403,TRAIN
LLY,2026-04-01T04:00:00+00:00,954.735,50.18570099437966,2.3439900872292307,-27.63472779891231,-30.07084822387793,2.4361204249656225,2.855579222057879,0.03806008285040163,False,True,True,True,929.5656214642177,918.7999409690824,942.9765000236217,978.2646887019969,-0.007866752897021989,-0.013019370023642729,0.01294515537367058,-0.04175104165562282,0.021766096627474196,-0.04703618494290773,TRAIN
LLY,2026-04-30T04:00:00+00:00,934.86,53.257619556712356,3.0257409516426903,-15.95677449537709,-16.102493547150775,0.1457190517736855,3.217937903612764,0.09792361535209282,False,True,True,True,900.0697426563468,896.4606291836093,911.0041245495679,941.1690300305887,0.017171685189289576,0.043282778710065584,0.02940400426389722,0.06363127843037919,0.05167336858436511,-0.0038206207981087426,TRAIN
LLY,2026-06-25T04:00:00+00:00,1127.63,60.17736573169933,0.8536530800735828,23.26004418756952,30.252655005360992,-6.992610817791473,2.7927727053326765,0.009200340090392611,True,True,True,True,1119.9298600839472,1117.4691894681187,1101.7928334869996,1055.5246071584404,0.06580865140848191,0.05945745404436131,0.06953633609229115,0.049908574558110264,0.09317445034317662,0.0,TRAIN
LLY,2026-07-23T04:00:00+00:00,1185.55,55.302800856534695,0.5865028292599959,12.41540995004425,19.218104774630625,-6.802694824586375,2.934623471926833,0.019775323424167324,True,True,True,True,1175.2482435223772,1173.412490248189,1168.302676944282,1125.0122707623307,0.00032615513276201824,0.021768764373824023,-0.03344344553627432,-0.003269914279740771,0.02994355007317595,-0.03461844030942918,TEST
LLY,2026-08-06T04:00:00+00:00,1191.84,54.97102839783348,0.7919039248386144,1.987750545907602,6.617590034273576,-4.629839488365974,3.391514680781697,0.019285207262526693,False,True,True,True,1170.8481525815648,1165.6372111602657,1168.561692253655,1140.2052393071162,-0.004235918405044559,0.018400426530535086,0.015184654976259315,0.045797456769702816,0.038299587323310735,-0.02383701159944762,TEST
CAT,2026-01-02T05:00:00+00:00,598.37,58.8537252256278,0.80241682401198,3.474524687996336,4.947777974801026,-1.47325328680469,2.262873663929863,0.04457653600076794,True,True,True,True,587.1593751424841,583.3597467010484,581.6669794888579,565.9384624799166,0.014432803171104736,-0.018947680060527272,0.01577328574483139,0.06380039145380678,0.030707741903649666,-0.021554630832744004,TRAIN
CAT,2026-03-24T04:00:00+00:00,716.57,52.86952605537923,0.45253015557119625,-3.967698475834368,-1.4250470536921336,-2.5426514221422343,3.5338487516920902,0.021205945645512925,False,True,True,False,705.4207868187207,701.33068794746,708.0655371066464,691.8592101988336,-0.013756177924217461,-0.04540087863811082,-0.027333882482152627,0.059520867655134646,0.0,-0.08696457990115325,TRAIN
CAT,2026-04-01T04:00:00+00:00,730.175,56.06605858474297,1.210313354274781,-1.8736216247856419,-2.942794614088589,1.0691729893029471,3.222661886338403,0.030607348021849168,False,True,True,True,713.3150122940425,705.0081503239884,706.4551702886021,694.4482949723592,0.01561548807248525,0.025780420471437582,0.11440503999433704,0.09331776031712313,0.12619806045161752,-0.0026474127557160054,TRAIN
CAT,2026-05-26T04:00:00+00:00,908.14,60.89007616312963,0.6079355896249157,21.26004426588952,27.580251567791922,-6.320207301902403,3.1192091213123208,0.032053503951996465,True,True,True,False,891.3222194558712,885.4744912801216,871.1661099857129,821.5900459426385,0.009207317073170573,-0.029118625277161803,0.008957871396895856,0.013896895787139707,0.010964523281596472,-0.0535920177383592,TRAIN
CAT,2026-06-02T04:00:00+00:00,910.08,58.84124433480719,0.955706854000009,15.882941783196316,20.707174206239035,-4.824232423042719,3.0141384744826185,0.0518602420221681,True,True,True,True,892.5799131079959,888.3632143634101,878.1016316481814,833.9212780149771,0.013753186647263993,-0.010919395603794402,0.0006181822160464812,0.03497926627788672,0.035953040034136796,-0.039410483932733054,TRAIN
CAT,2026-06-12T04:00:00+00:00,910.76,54.61721461490867,0.6010421577910773,12.331603327373386,16.056226469913767,-3.7246231425403806,3.8076912217739656,0.014870489127104092,True,True,True,True,901.091171535578,900.4913373677266,892.7149616438244,853.9231681464682,-0.0065098765038134054,0.017210751933284252,0.0871600131899457,0.09928625373626487,0.08812798502302921,-0.011966684749657008,TRAIN
CAT,2026-08-04T04:00:00+00:00,877.09,48.42297418973435,1.7950267719998534,-28.478156397145312,-24.881836102414745,-3.5963202947305675,4.903919291553401,0.05541249518675406,False,True,True,False,850.0728749778646,846.7819161443656,877.6807061252969,891.9244089368403,0.0007577497129735988,-0.03290470723306538,-0.03190585533869117,-0.0343053960964409,0.03923650975889781,-0.04031572904707237,TEST
CAT,2026-08-12T04:00:00+00:00,855.67,46.17432875953282,1.144010487388647,-19.991828731424448,-22.87463957241179,2.882810840987343,4.581706231875106,0.014776864600751782,False,True,True,True,849.6773886715291,848.8760785721623,865.8057664372249,883.1713849526665,-0.0029391868249784014,0.02834799038932556,-0.04823415521705665,,0.03548018381581097,-0.06003755627609697,TEST
SPY,2026-01-05T05:00:00+00:00,687.73,56.21477433139265,1.1007778579221088,2.4364057986038006,2.5634908051564587,-0.1270850065526581,0.776571370409067,0.006439055800272264,True,True,True,True,685.8848861972745,685.4443785244382,683.2695185100323,678.8848076926287,0.005654727293871398,0.002209559251075799,0.010560821025700662,-0.014914524944760976,0.011847307826491571,-0.0006178043958599,TRAIN
SPY,2026-01-26T05:00:00+00:00,692.755,56.12663620841565,0.9374333122158511,1.7522792989598202,2.1775246774053203,-0.42524537844550014,0.8803359670549404,0.005158154381891933,True,True,True,True,690.4287094046751,689.2453292121503,687.9963425285797,683.6256240507088,0.0019880429302023828,-0.0002665130015125916,0.0017863574155441153,-0.00021609162284808026,0.005294244759778355,-0.01339768061658142,TRAIN
SPY,2026-02-09T05:00:00+00:00,694.0,54.60300026683602,0.7137263247367944,0.8229563404091778,1.3662346699930064,-0.5432783295838286,1.1810930424042827,0.004748668056520744,True,True,True,False,690.478709677153,689.6796154153063,689.4289192523596,685.9530108350169,-0.004029298758112532,-0.019743563914751405,-0.017484278539666942,-0.010850325941488825,0.003122706537537434,-0.02751435437682581,TRAIN
